id_item,id_pedido,id_produto,quantidade,preco_unitario,desconto_item,valor_item
64032,29099,54,2,260.44,78.13,442.75
64033,29099,347,1,915.83,0.0,915.83
64034,29100,389,1,631.25,0.0,631.25
64035,29100,128,2,51.46,5.15,97.77
64036,29101,243,1,230.28,0.0,230.28
64037,29102,302,1,479.59,0.0,479.59
64038,29102,376,1,453.69,0.0,453.69
64039,29103,207,3,189.17,0.0,567.51
64040,29103,18,2,216.42,43.28,389.56
64041,29104,215,2,446.74,44.67,848.81
64042,29104,293,1,381.87,0.0,381.87
64043,29104,458,2,285.7,0.0,571.4
64044,29105,471,1,349.02,0.0,349.02
64045,29105,460,3,218.49,32.77,622.7
64046,29106,94,1,1804.89,90.24,1714.65
64047,29107,279,2,529.9,158.97,900.83
64048,29107,497,2,1754.85,175.49,3334.21
64049,29108,253,2,555.76,0.0,1111.52
64050,29108,441,2,416.67,41.67,791.67
64051,29109,313,2,548.86,0.0,1097.72
64052,29110,374,1,146.37,7.32,139.05
64053,29111,471,1,349.02,17.45,331.57
64054,29112,28,3,84.91,0.0,254.73
64055,29113,197,1,92.09,0.0,92.09
64056,29113,296,1,371.76,0.0,371.76
64057,29113,183,1,482.46,0.0,482.46
64058,29114,106,2,721.04,0.0,1442.08
64059,29114,174,1,367.09,0.0,367.09
64060,29115,383,4,306.03,183.62,1040.5
64061,29115,193,1,25.71,0.0,25.71
64062,29115,273,3,1772.46,0.0,5317.38
64063,29116,21,3,570.31,0.0,1710.93
64064,29116,399,1,186.88,9.34,177.54
64065,29117,133,1,667.4,0.0,667.4
64066,29117,322,4,640.61,0.0,2562.44
64067,29117,30,1,699.23,0.0,699.23
64068,29118,300,2,1196.68,119.67,2273.69
64069,29118,268,1,735.4,0.0,735.4
64070,29118,385,1,213.51,0.0,213.51
64071,29119,321,1,246.85,0.0,246.85
64072,29120,211,1,431.31,0.0,431.31
64073,29120,447,1,492.31,24.62,467.69
64074,29121,214,2,431.53,0.0,863.06
64075,29121,61,1,706.83,35.34,671.49
64076,29122,104,2,538.44,107.69,969.19
64077,29122,35,1,121.58,0.0,121.58
64078,29123,391,1,777.17,0.0,777.17
64079,29124,404,2,679.99,0.0,1359.98
64080,29125,194,1,128.74,0.0,128.74
64081,29125,428,1,459.27,0.0,459.27
64082,29125,265,2,453.67,136.1,771.24
64083,29125,236,1,51.08,0.0,51.08
64084,29125,158,1,655.65,0.0,655.65
64085,29126,238,2,251.63,0.0,503.26
64086,29126,303,1,73.91,11.09,62.82
64087,29126,434,2,79.88,7.99,151.77
64088,29126,23,3,218.25,0.0,654.75
64089,29126,122,1,65.57,0.0,65.57
64090,29127,417,1,514.43,77.16,437.27
64091,29127,267,2,609.89,0.0,1219.78
64092,29128,251,1,315.76,0.0,315.76
64093,29129,419,1,243.79,24.38,219.41
64094,29129,34,1,298.44,44.77,253.67
64095,29130,414,2,379.72,0.0,759.44
64096,29130,141,2,876.47,0.0,1752.94
64097,29131,10,1,437.16,0.0,437.16
64098,29131,481,2,836.29,83.63,1588.95
64099,29132,28,1,84.91,12.74,72.17
64100,29132,311,3,1701.29,255.19,4848.68
64101,29132,279,1,529.9,26.5,503.4
64102,29133,242,1,278.87,0.0,278.87
64103,29133,308,1,1192.22,178.83,1013.39
64104,29134,140,1,1731.23,0.0,1731.23
64105,29134,150,1,98.25,0.0,98.25
64106,29134,284,1,131.83,6.59,125.24
64107,29135,434,3,79.88,0.0,239.64
64108,29136,31,1,410.35,61.55,348.8
64109,29136,42,1,225.27,0.0,225.27
64110,29136,374,1,146.37,0.0,146.37
64111,29137,215,1,446.74,0.0,446.74
64112,29137,232,1,130.32,0.0,130.32
64113,29138,134,1,647.85,0.0,647.85
64114,29139,135,1,105.47,0.0,105.47
64115,29139,306,1,99.19,0.0,99.19
64116,29140,473,1,242.48,0.0,242.48
64117,29141,129,1,328.67,0.0,328.67
64118,29141,500,1,47.16,0.0,47.16
64119,29142,61,1,706.83,35.34,671.49
64120,29143,246,1,202.22,20.22,182.0
64121,29144,193,1,25.71,2.57,23.14
64122,29144,125,2,100.74,0.0,201.48
64123,29144,412,1,206.18,0.0,206.18
64124,29145,416,1,561.22,28.06,533.16
64125,29145,461,1,93.37,0.0,93.37
64126,29146,239,2,745.29,74.53,1416.05
64127,29146,229,4,578.64,0.0,2314.56
64128,29146,174,1,367.09,0.0,367.09
64129,29147,442,1,974.22,0.0,974.22
64130,29148,247,1,687.69,0.0,687.69
64131,29149,408,1,1300.32,0.0,1300.32
64132,29149,271,1,194.2,19.42,174.78
64133,29150,126,2,292.06,0.0,584.12
64134,29150,357,1,588.86,0.0,588.86
64135,29151,230,1,718.65,0.0,718.65
64136,29152,305,1,481.22,72.18,409.04
64137,29152,475,1,542.0,0.0,542.0
64138,29152,493,1,1098.62,0.0,1098.62
64139,29153,478,1,522.34,0.0,522.34
64140,29153,61,1,706.83,0.0,706.83
64141,29153,466,1,178.96,0.0,178.96
64142,29153,176,2,405.76,0.0,811.52
64143,29153,294,1,473.49,0.0,473.49
64144,29154,131,1,52.19,5.22,46.97
64145,29154,481,1,836.29,0.0,836.29
64146,29155,485,1,812.13,0.0,812.13
64147,29155,57,1,1602.32,0.0,1602.32
64148,29155,251,1,315.76,31.58,284.18
64149,29155,117,1,505.13,0.0,505.13
64150,29156,475,1,542.0,0.0,542.0
64151,29157,447,1,492.31,0.0,492.31
64152,29157,133,3,667.4,0.0,2002.2
64153,29158,95,2,273.61,27.36,519.86
64154,29158,30,1,699.23,69.92,629.31
64155,29159,310,1,649.12,32.46,616.66
64156,29159,139,1,492.18,0.0,492.18
64157,29160,134,3,647.85,0.0,1943.55
64158,29160,492,1,440.69,22.03,418.66
64159,29160,397,1,445.78,22.29,423.49
64160,29160,98,1,230.17,23.02,207.15
64161,29161,223,1,220.63,0.0,220.63
64162,29162,260,2,168.38,33.68,303.08
64163,29162,390,4,353.78,0.0,1415.12
64164,29162,182,2,116.56,0.0,233.12
64165,29163,486,1,234.88,0.0,234.88
64166,29163,460,1,218.49,0.0,218.49
64167,29164,127,1,1365.53,0.0,1365.53
64168,29165,464,1,382.94,0.0,382.94
64169,29165,36,2,477.42,47.74,907.1
64170,29165,204,1,974.33,0.0,974.33
64171,29166,66,1,475.17,47.52,427.65
64172,29166,453,1,47.17,4.72,42.45
64173,29167,380,2,100.32,0.0,200.64
64174,29168,260,1,168.38,0.0,168.38
64175,29168,269,2,238.58,0.0,477.16
64176,29168,380,2,100.32,20.06,180.58
64177,29168,165,1,440.32,0.0,440.32
64178,29169,412,1,206.18,0.0,206.18
64179,29169,107,3,1446.88,217.03,4123.61
64180,29170,354,1,1184.44,0.0,1184.44
64181,29171,314,1,388.47,0.0,388.47
64182,29171,71,1,267.56,13.38,254.18
64183,29171,403,1,53.13,0.0,53.13
64184,29172,302,2,479.59,0.0,959.18
64185,29173,171,1,228.98,0.0,228.98
64186,29173,224,1,483.98,0.0,483.98
64187,29173,295,1,262.52,0.0,262.52
64188,29174,303,2,73.91,22.17,125.65
64189,29174,332,1,201.42,30.21,171.21
64190,29175,485,1,812.13,0.0,812.13
64191,29175,128,1,51.46,0.0,51.46
64192,29175,276,1,583.49,29.17,554.32
64193,29176,331,1,426.11,0.0,426.11
64194,29176,1,1,282.39,0.0,282.39
64195,29177,486,1,234.88,23.49,211.39
64196,29177,233,1,62.54,0.0,62.54
64197,29177,358,1,447.15,0.0,447.15
64198,29177,80,1,1519.77,0.0,1519.77
64199,29178,438,1,28.2,0.0,28.2
64200,29178,449,3,408.17,0.0,1224.51
64201,29179,479,2,964.6,96.46,1832.74
64202,29179,373,1,204.99,0.0,204.99
64203,29179,246,2,202.22,0.0,404.44
64204,29179,337,3,443.22,0.0,1329.66
64205,29179,119,1,910.77,0.0,910.77
64206,29180,233,1,62.54,9.38,53.16
64207,29180,466,2,178.96,0.0,357.92
64208,29180,337,1,443.22,0.0,443.22
64209,29181,244,1,102.52,0.0,102.52
64210,29181,184,2,346.78,0.0,693.56
64211,29181,467,1,340.69,0.0,340.69
64212,29182,138,1,439.01,65.85,373.16
64213,29182,259,1,559.91,0.0,559.91
64214,29183,468,1,236.03,23.6,212.43
64215,29184,225,3,506.32,151.9,1367.06
64216,29184,471,1,349.02,34.9,314.12
64217,29185,224,1,483.98,0.0,483.98
64218,29185,265,1,453.67,0.0,453.67
64219,29185,31,3,410.35,0.0,1231.05
64220,29185,352,1,67.19,3.36,63.83
64221,29185,443,3,481.51,72.23,1372.3
64222,29186,452,1,356.21,0.0,356.21
64223,29187,52,1,126.48,0.0,126.48
64224,29187,73,2,230.9,46.18,415.62
64225,29187,111,1,747.24,37.36,709.88
64226,29187,218,1,177.67,0.0,177.67
64227,29187,349,3,957.08,0.0,2871.24
64228,29188,97,1,168.9,0.0,168.9
64229,29188,382,2,19.1,0.0,38.2
64230,29188,469,1,52.91,0.0,52.91
64231,29189,377,1,355.22,17.76,337.46
64232,29189,362,1,33.21,1.66,31.55
64233,29189,394,3,395.25,0.0,1185.75
64234,29190,69,1,966.66,96.67,869.99
64235,29191,429,1,370.95,0.0,370.95
64236,29191,334,3,373.05,0.0,1119.15
64237,29192,444,1,674.49,0.0,674.49
64238,29192,364,1,1028.56,0.0,1028.56
64239,29193,137,2,138.5,0.0,277.0
64240,29194,306,1,99.19,0.0,99.19
64241,29194,220,1,248.05,0.0,248.05
64242,29194,417,1,514.43,25.72,488.71
64243,29194,274,2,1118.41,111.84,2124.98
64244,29195,450,1,246.75,0.0,246.75
64245,29196,409,1,306.05,0.0,306.05
64246,29196,113,1,199.75,0.0,199.75
64247,29197,144,3,449.91,0.0,1349.73
64248,29197,75,1,572.82,0.0,572.82
64249,29197,70,1,264.41,0.0,264.41
64250,29198,248,1,1578.51,78.93,1499.58
64251,29198,71,2,267.56,0.0,535.12
64252,29199,152,1,696.66,0.0,696.66
64253,29200,349,3,957.08,287.12,2584.12
64254,29200,269,1,238.58,0.0,238.58
64255,29200,343,1,389.98,0.0,389.98
64256,29201,282,3,529.29,0.0,1587.87
64257,29201,101,1,799.75,0.0,799.75
64258,29201,492,2,440.69,0.0,881.38
64259,29202,119,1,910.77,0.0,910.77
64260,29202,421,1,913.65,45.68,867.97
64261,29202,412,2,206.18,61.85,350.51
64262,29202,448,4,269.1,0.0,1076.4
64263,29203,241,1,151.78,7.59,144.19
64264,29203,406,1,528.99,0.0,528.99
64265,29203,151,1,528.49,52.85,475.64
64266,29203,18,1,216.42,0.0,216.42
64267,29204,306,1,99.19,9.92,89.27
64268,29205,130,3,192.21,28.83,547.8
64269,29206,261,1,121.02,12.1,108.92
64270,29207,228,2,199.9,0.0,399.8
64271,29207,170,1,1955.6,0.0,1955.6
64272,29208,431,1,1014.36,0.0,1014.36
64273,29208,498,1,592.38,0.0,592.38
64274,29209,343,1,389.98,0.0,389.98
64275,29209,307,1,107.42,0.0,107.42
64276,29210,116,1,1256.01,188.4,1067.61
64277,29210,374,3,146.37,21.96,417.15
64278,29211,158,2,655.65,0.0,1311.3
64279,29211,165,1,440.32,0.0,440.32
64280,29211,248,1,1578.51,0.0,1578.51
64281,29212,348,1,1722.2,0.0,1722.2
64282,29212,294,1,473.49,0.0,473.49
64283,29213,126,4,292.06,0.0,1168.24
64284,29213,53,2,53.69,16.11,91.27
64285,29214,225,1,506.32,0.0,506.32
64286,29215,456,1,543.42,0.0,543.42
64287,29216,98,1,230.17,0.0,230.17
64288,29216,373,1,204.99,0.0,204.99
64289,29217,89,2,562.53,0.0,1125.06
64290,29217,167,1,891.1,0.0,891.1
64291,29218,310,2,649.12,129.82,1168.42
64292,29218,186,3,580.3,0.0,1740.9
64293,29218,258,1,488.88,0.0,488.88
64294,29218,40,1,41.35,0.0,41.35
64295,29219,101,1,799.75,0.0,799.75
64296,29219,198,1,744.0,74.4,669.6
64297,29220,230,1,718.65,0.0,718.65
64298,29220,349,1,957.08,0.0,957.08
64299,29220,220,1,248.05,24.81,223.24
64300,29220,110,2,1839.27,0.0,3678.54
64301,29221,28,2,84.91,25.47,144.35
64302,29221,135,1,105.47,0.0,105.47
64303,29222,408,1,1300.32,130.03,1170.29
64304,29222,434,1,79.88,0.0,79.88
64305,29222,175,2,377.52,0.0,755.04
64306,29223,136,1,1747.63,0.0,1747.63
64307,29224,118,2,834.79,83.48,1586.1
64308,29224,330,1,326.09,0.0,326.09
64309,29224,155,1,207.08,0.0,207.08
64310,29225,248,1,1578.51,0.0,1578.51
64311,29226,117,1,505.13,75.77,429.36
64312,29227,465,3,104.67,31.4,282.61
64313,29227,64,3,686.09,0.0,2058.27
64314,29227,423,1,323.68,0.0,323.68
64315,29228,174,1,367.09,0.0,367.09
64316,29228,428,2,459.27,0.0,918.54
64317,29229,295,1,262.52,13.13,249.39
64318,29229,385,1,213.51,0.0,213.51
64319,29229,271,2,194.2,0.0,388.4
64320,29230,159,1,686.54,68.65,617.89
64321,29231,23,1,218.25,0.0,218.25
64322,29231,121,1,75.34,11.3,64.04
64323,29231,10,1,437.16,21.86,415.3
64324,29232,19,1,335.58,33.56,302.02
64325,29232,383,1,306.03,30.6,275.43
64326,29232,482,1,426.62,0.0,426.62
64327,29233,263,1,549.19,0.0,549.19
64328,29233,162,2,217.78,0.0,435.56
64329,29233,84,1,657.48,0.0,657.48
64330,29233,374,1,146.37,0.0,146.37
64331,29234,372,1,425.11,0.0,425.11
64332,29235,54,1,260.44,0.0,260.44
64333,29236,418,1,564.71,56.47,508.24
64334,29237,435,3,197.91,29.69,564.04
64335,29237,379,1,98.31,4.92,93.39
64336,29237,437,2,1380.87,0.0,2761.74
64337,29237,69,1,966.66,0.0,966.66
64338,29238,240,1,568.64,0.0,568.64
64339,29238,102,2,82.07,0.0,164.14
64340,29238,297,1,505.22,0.0,505.22
64341,29238,78,1,1233.01,61.65,1171.36
64342,29239,30,1,699.23,0.0,699.23
64343,29240,469,1,52.91,0.0,52.91
64344,29241,234,1,56.17,0.0,56.17
64345,29242,190,1,487.21,0.0,487.21
64346,29242,249,1,304.07,15.2,288.87
64347,29243,205,1,392.11,0.0,392.11
64348,29243,487,1,326.51,0.0,326.51
64349,29243,41,1,413.43,0.0,413.43
64350,29243,391,1,777.17,0.0,777.17
64351,29244,117,1,505.13,25.26,479.87
64352,29244,468,1,236.03,23.6,212.43
64353,29245,73,1,230.9,0.0,230.9
64354,29245,117,1,505.13,0.0,505.13
64355,29246,452,1,356.21,35.62,320.59
64356,29247,412,1,206.18,20.62,185.56
64357,29248,167,4,891.1,0.0,3564.4
64358,29248,65,1,283.16,14.16,269.0
64359,29248,303,2,73.91,0.0,147.82
64360,29248,297,1,505.22,0.0,505.22
64361,29249,166,3,56.16,8.42,160.06
64362,29250,161,1,663.48,99.52,563.96
64363,29250,471,1,349.02,0.0,349.02
64364,29250,481,1,836.29,0.0,836.29
64365,29251,292,1,251.54,12.58,238.96
64366,29252,208,1,325.58,0.0,325.58
64367,29253,317,1,615.4,92.31,523.09
64368,29253,195,1,152.06,0.0,152.06
64369,29254,151,1,528.49,0.0,528.49
64370,29254,361,1,542.3,81.34,460.96
64371,29254,429,1,370.95,18.55,352.4
64372,29254,346,1,53.28,5.33,47.95
64373,29254,329,1,368.94,0.0,368.94
64374,29255,404,1,679.99,0.0,679.99
64375,29256,29,1,324.62,16.23,308.39
64376,29256,452,1,356.21,0.0,356.21
64377,29256,126,1,292.06,14.6,277.46
64378,29256,101,1,799.75,0.0,799.75
64379,29257,409,1,306.05,0.0,306.05
64380,29258,382,1,19.1,0.0,19.1
64381,29259,186,1,580.3,87.04,493.26
64382,29260,352,1,67.19,6.72,60.47
64383,29261,106,1,721.04,36.05,684.99
64384,29262,310,1,649.12,0.0,649.12
64385,29263,142,1,331.53,0.0,331.53
64386,29263,262,1,589.98,0.0,589.98
64387,29264,104,1,538.44,0.0,538.44
64388,29264,148,1,860.35,43.02,817.33
64389,29264,200,1,34.05,0.0,34.05
64390,29264,81,1,332.29,0.0,332.29
64391,29264,383,1,306.03,0.0,306.03
64392,29265,361,3,542.3,0.0,1626.9
64393,29265,206,1,59.76,0.0,59.76
64394,29265,282,3,529.29,0.0,1587.87
64395,29266,339,1,140.77,0.0,140.77
64396,29266,54,2,260.44,0.0,520.88
64397,29267,146,1,403.2,20.16,383.04
64398,29268,28,3,84.91,25.47,229.26
64399,29268,219,1,57.92,0.0,57.92
64400,29269,229,1,578.64,0.0,578.64
64401,29270,328,4,166.24,0.0,664.96
64402,29270,249,1,304.07,0.0,304.07
64403,29270,109,1,228.13,0.0,228.13
64404,29270,315,3,37.13,0.0,111.39
64405,29271,335,1,43.83,0.0,43.83
64406,29272,157,1,1490.54,0.0,1490.54
64407,29273,172,1,552.6,0.0,552.6
64408,29274,316,1,1719.47,0.0,1719.47
64409,29274,242,1,278.87,27.89,250.98
64410,29275,97,1,168.9,0.0,168.9
64411,29275,85,1,302.51,45.38,257.13
64412,29275,284,1,131.83,0.0,131.83
64413,29275,39,3,295.64,0.0,886.92
64414,29276,6,1,739.51,0.0,739.51
64415,29276,177,4,348.62,69.72,1324.76
64416,29276,236,2,51.08,0.0,102.16
64417,29277,453,1,47.17,0.0,47.17
64418,29277,121,1,75.34,0.0,75.34
64419,29277,171,1,228.98,0.0,228.98
64420,29278,475,1,542.0,0.0,542.0
64421,29278,156,1,806.18,0.0,806.18
64422,29279,218,1,177.67,0.0,177.67
64423,29279,421,1,913.65,91.37,822.28
64424,29280,73,3,230.9,0.0,692.7
64425,29280,430,1,208.64,0.0,208.64
64426,29280,107,1,1446.88,0.0,1446.88
64427,29281,36,1,477.42,71.61,405.81
64428,29281,8,1,47.63,0.0,47.63
64429,29282,322,1,640.61,0.0,640.61
64430,29282,324,1,138.85,6.94,131.91
64431,29282,294,1,473.49,0.0,473.49
64432,29283,222,1,410.97,0.0,410.97
64433,29284,141,2,876.47,262.94,1490.0
64434,29285,186,1,580.3,0.0,580.3
64435,29286,179,1,921.74,46.09,875.65
64436,29286,176,1,405.76,20.29,385.47
64437,29287,408,1,1300.32,130.03,1170.29
64438,29288,345,1,632.85,0.0,632.85
64439,29289,315,3,37.13,11.14,100.25
64440,29289,163,1,791.36,0.0,791.36
64441,29289,439,2,55.25,5.53,104.97
64442,29289,362,1,33.21,0.0,33.21
64443,29290,343,1,389.98,0.0,389.98
64444,29290,321,1,246.85,0.0,246.85
64445,29290,62,2,75.78,0.0,151.56
64446,29290,228,1,199.9,0.0,199.9
64447,29290,482,2,426.62,42.66,810.58
64448,29291,24,1,184.36,27.65,156.71
64449,29291,405,3,307.63,0.0,922.89
64450,29291,285,1,690.76,34.54,656.22
64451,29291,32,1,493.46,24.67,468.79
64452,29292,341,1,130.63,0.0,130.63
64453,29292,8,1,47.63,0.0,47.63
64454,29292,433,1,420.63,0.0,420.63
64455,29292,74,1,266.63,0.0,266.63
64456,29292,263,1,549.19,0.0,549.19
64457,29293,101,1,799.75,0.0,799.75
64458,29294,383,2,306.03,30.6,581.46
64459,29294,263,1,549.19,0.0,549.19
64460,29295,35,2,121.58,36.47,206.69
64461,29295,233,4,62.54,0.0,250.16
64462,29296,272,1,967.91,145.19,822.72
64463,29296,280,1,544.54,0.0,544.54
64464,29296,287,1,274.76,0.0,274.76
64465,29297,445,1,252.8,0.0,252.8
64466,29297,236,1,51.08,0.0,51.08
64467,29297,131,1,52.19,0.0,52.19
64468,29298,416,1,561.22,0.0,561.22
64469,29298,243,1,230.28,0.0,230.28
64470,29298,214,1,431.53,21.58,409.95
64471,29299,393,1,497.61,24.88,472.73
64472,29300,265,1,453.67,0.0,453.67
64473,29301,208,1,325.58,0.0,325.58
64474,29302,268,1,735.4,73.54,661.86
64475,29302,421,1,913.65,0.0,913.65
64476,29302,482,2,426.62,0.0,853.24
64477,29302,392,3,719.62,0.0,2158.86
64478,29303,219,1,57.92,0.0,57.92
64479,29304,215,1,446.74,0.0,446.74
64480,29304,479,1,964.6,144.69,819.91
64481,29305,228,3,199.9,0.0,599.7
64482,29306,127,1,1365.53,0.0,1365.53
64483,29306,441,1,416.67,20.83,395.84
64484,29306,407,2,282.38,0.0,564.76
64485,29306,261,1,121.02,6.05,114.97
64486,29307,485,1,812.13,0.0,812.13
64487,29308,242,1,278.87,0.0,278.87
64488,29308,152,2,696.66,0.0,1393.32
64489,29308,111,1,747.24,0.0,747.24
64490,29308,223,2,220.63,66.19,375.07
64491,29309,322,1,640.61,0.0,640.61
64492,29310,262,1,589.98,0.0,589.98
64493,29310,475,2,542.0,0.0,1084.0
64494,29310,437,1,1380.87,0.0,1380.87
64495,29310,142,2,331.53,33.15,629.91
64496,29311,240,2,568.64,0.0,1137.28
64497,29311,77,1,359.08,0.0,359.08
64498,29312,174,1,367.09,0.0,367.09
64499,29312,105,1,252.24,0.0,252.24
64500,29312,305,2,481.22,0.0,962.44
64501,29312,163,2,791.36,0.0,1582.72
64502,29313,165,1,440.32,0.0,440.32
64503,29313,5,1,631.56,0.0,631.56
64504,29313,406,2,528.99,0.0,1057.98
64505,29314,173,2,504.51,50.45,958.57
64506,29315,343,1,389.98,0.0,389.98
64507,29315,374,1,146.37,0.0,146.37
64508,29315,342,1,335.1,0.0,335.1
64509,29316,329,1,368.94,0.0,368.94
64510,29317,349,3,957.08,0.0,2871.24
64511,29317,175,1,377.52,18.88,358.64
64512,29317,373,2,204.99,0.0,409.98
64513,29318,162,2,217.78,0.0,435.56
64514,29318,228,2,199.9,0.0,399.8
64515,29319,75,2,572.82,0.0,1145.64
64516,29319,369,2,133.54,26.71,240.37
64517,29319,259,1,559.91,0.0,559.91
64518,29319,117,1,505.13,0.0,505.13
64519,29320,393,1,497.61,0.0,497.61
64520,29320,498,1,592.38,59.24,533.14
64521,29321,290,1,862.66,0.0,862.66
64522,29322,191,1,445.19,44.52,400.67
64523,29322,333,2,1760.85,0.0,3521.7
64524,29323,64,1,686.09,0.0,686.09
64525,29323,65,3,283.16,0.0,849.48
64526,29323,439,1,55.25,2.76,52.49
64527,29323,48,2,577.21,173.16,981.26
64528,29324,468,4,236.03,0.0,944.12
64529,29325,347,1,915.83,0.0,915.83
64530,29325,239,1,745.29,0.0,745.29
64531,29326,314,1,388.47,38.85,349.62
64532,29326,413,1,298.14,0.0,298.14
64533,29327,228,1,199.9,0.0,199.9
64534,29328,34,1,298.44,0.0,298.44
64535,29329,87,1,615.05,30.75,584.3
64536,29329,222,1,410.97,20.55,390.42
64537,29329,498,1,592.38,0.0,592.38
64538,29329,346,1,53.28,0.0,53.28
64539,29329,451,1,64.39,0.0,64.39
64540,29330,500,1,47.16,0.0,47.16
64541,29331,243,1,230.28,0.0,230.28
64542,29331,317,1,615.4,0.0,615.4
64543,29331,58,1,213.07,10.65,202.42
64544,29331,307,2,107.42,32.23,182.61
64545,29331,367,1,457.38,45.74,411.64
64546,29332,302,4,479.59,287.75,1630.61
64547,29332,125,1,100.74,0.0,100.74
64548,29333,238,3,251.63,75.49,679.4
64549,29333,496,1,462.53,23.13,439.4
64550,29334,213,1,289.89,0.0,289.89
64551,29334,381,1,25.06,0.0,25.06
64552,29334,287,1,274.76,0.0,274.76
64553,29335,243,1,230.28,0.0,230.28
64554,29335,189,2,319.55,0.0,639.1
64555,29336,174,3,367.09,0.0,1101.27
64556,29337,52,1,126.48,6.32,120.16
64557,29337,217,1,49.19,2.46,46.73
64558,29338,342,2,335.1,0.0,670.2
64559,29338,410,1,306.16,15.31,290.85
64560,29338,190,1,487.21,0.0,487.21
64561,29338,96,1,511.88,25.59,486.29
64562,29338,222,1,410.97,0.0,410.97
64563,29339,191,2,445.19,0.0,890.38
64564,29339,197,2,92.09,0.0,184.18
64565,29340,331,1,426.11,0.0,426.11
64566,29340,340,1,606.04,0.0,606.04
64567,29340,137,1,138.5,0.0,138.5
64568,29341,110,1,1839.27,183.93,1655.34
64569,29342,84,2,657.48,0.0,1314.96
64570,29343,124,1,302.1,15.11,286.99
64571,29344,264,1,727.96,109.19,618.77
64572,29345,111,1,747.24,0.0,747.24
64573,29345,157,1,1490.54,0.0,1490.54
64574,29345,146,1,403.2,20.16,383.04
64575,29346,154,1,220.64,11.03,209.61
64576,29347,416,1,561.22,0.0,561.22
64577,29347,207,3,189.17,56.75,510.76
64578,29347,210,1,103.27,0.0,103.27
64579,29348,96,2,511.88,0.0,1023.76
64580,29348,250,3,422.96,0.0,1268.88
64581,29348,74,1,266.63,0.0,266.63
64582,29348,88,1,428.09,0.0,428.09
64583,29349,348,1,1722.2,86.11,1636.09
64584,29350,152,1,696.66,0.0,696.66
64585,29351,151,1,528.49,0.0,528.49
64586,29351,259,1,559.91,0.0,559.91
64587,29352,267,1,609.89,0.0,609.89
64588,29353,380,1,100.32,0.0,100.32
64589,29354,142,2,331.53,0.0,663.06
64590,29354,500,1,47.16,0.0,47.16
64591,29355,457,1,1547.59,232.14,1315.45
64592,29356,109,1,228.13,0.0,228.13
64593,29357,215,1,446.74,0.0,446.74
64594,29357,40,1,41.35,0.0,41.35
64595,29357,434,1,79.88,7.99,71.89
64596,29358,367,2,457.38,0.0,914.76
64597,29359,356,2,634.44,63.44,1205.44
64598,29359,478,1,522.34,0.0,522.34
64599,29359,385,1,213.51,0.0,213.51
64600,29360,436,1,79.93,0.0,79.93
64601,29360,334,1,373.05,18.65,354.4
64602,29361,248,2,1578.51,0.0,3157.02
64603,29361,361,1,542.3,0.0,542.3
64604,29362,136,3,1747.63,524.29,4718.6
64605,29363,32,1,493.46,24.67,468.79
64606,29364,490,1,183.23,0.0,183.23
64607,29364,52,1,126.48,6.32,120.16
64608,29364,164,2,345.24,0.0,690.48
64609,29364,25,1,129.08,0.0,129.08
64610,29365,5,1,631.56,31.58,599.98
64611,29365,351,1,363.01,54.45,308.56
64612,29365,196,4,340.81,68.16,1295.08
64613,29366,411,1,777.6,77.76,699.84
64614,29366,61,1,706.83,0.0,706.83
64615,29366,226,1,97.15,4.86,92.29
64616,29367,274,1,1118.41,0.0,1118.41
64617,29367,477,1,62.33,0.0,62.33
64618,29368,57,2,1602.32,0.0,3204.64
64619,29369,358,1,447.15,0.0,447.15
64620,29369,46,1,265.5,0.0,265.5
64621,29369,316,1,1719.47,85.97,1633.5
64622,29370,153,1,475.69,23.78,451.91
64623,29370,34,1,298.44,0.0,298.44
64624,29371,149,1,406.41,0.0,406.41
64625,29372,67,3,591.6,177.48,1597.32
64626,29372,492,1,440.69,66.1,374.59
64627,29373,36,2,477.42,0.0,954.84
64628,29373,350,1,321.01,16.05,304.96
64629,29373,495,3,1287.58,0.0,3862.74
64630,29373,371,1,426.79,0.0,426.79
64631,29374,455,1,889.93,0.0,889.93
64632,29375,261,1,121.02,0.0,121.02
64633,29376,335,1,43.83,4.38,39.45
64634,29376,440,2,81.49,0.0,162.98
64635,29377,497,1,1754.85,0.0,1754.85
64636,29378,132,1,1037.63,0.0,1037.63
64637,29378,366,1,289.01,0.0,289.01
64638,29378,155,1,207.08,0.0,207.08
64639,29378,236,3,51.08,0.0,153.24
64640,29379,281,2,203.5,0.0,407.0
64641,29379,55,1,574.34,28.72,545.62
64642,29379,341,1,130.63,0.0,130.63
64643,29380,110,2,1839.27,0.0,3678.54
64644,29380,227,1,910.83,0.0,910.83
64645,29381,425,1,658.16,0.0,658.16
64646,29381,350,3,321.01,0.0,963.03
64647,29382,91,1,839.33,41.97,797.36
64648,29382,463,1,699.16,104.87,594.29
64649,29383,52,1,126.48,0.0,126.48
64650,29384,395,1,369.71,0.0,369.71
64651,29384,330,1,326.09,0.0,326.09
64652,29385,353,1,202.79,20.28,182.51
64653,29385,427,3,321.59,0.0,964.77
64654,29385,371,1,426.79,0.0,426.79
64655,29385,6,1,739.51,0.0,739.51
64656,29386,160,1,377.13,18.86,358.27
64657,29386,142,3,331.53,0.0,994.59
64658,29386,153,3,475.69,142.71,1284.36
