id_pedido,id_cliente,data_pedido,canal_venda,status_pedido,valor_frete,desconto_pedido,valor_total
18862,696,2025-06-13 01:12:53,Site,Concluido,6.32,0.0,725.94
18863,4661,2024-10-29 12:58:24,Site,Concluido,16.27,0.0,697.95
18864,202,2024-07-26 14:01:33,Site,Concluido,11.84,10.0,745.84
18865,3858,2024-12-29 06:59:58,Site,Concluido,2.02,0.0,81.9
18866,1199,2024-08-12 06:03:39,App,Concluido,20.53,0.0,2077.44
18867,1268,2024-09-24 20:55:43,App,Cancelado,0.0,10.0,749.44
18868,2971,2025-01-23 05:53:20,Site,Cancelado,5.67,20.0,1243.59
18869,74,2025-11-09 00:20:55,Site,Concluido,24.49,5.0,1096.59
18870,96,2024-07-20 11:20:22,App,Concluido,6.35,0.0,2886.08
18871,4269,2025-07-03 08:25:42,App,Concluido,4.74,5.0,1372.82
18872,3478,2024-07-06 11:31:02,Site,Concluido,0.46,0.0,1033.93
18873,2203,2024-02-28 07:52:20,Site,Concluido,32.46,25.0,495.87
18874,258,2024-06-15 09:10:54,Marketplace,Concluido,3.21,10.0,385.32
18875,3659,2024-10-16 07:57:16,Marketplace,Concluido,33.1,20.0,749.19
18876,4426,2024-02-29 02:57:10,Marketplace,Concluido,11.72,10.0,1641.14
18877,2807,2025-05-23 00:20:58,Site,Concluido,20.69,15.0,3173.86
18878,4257,2024-11-16 20:28:13,Site,Concluido,29.46,0.0,2619.6
18879,186,2025-01-26 07:19:30,Marketplace,Cancelado,18.91,0.0,2602.47
18880,143,2024-01-12 23:07:13,Marketplace,Em processamento,14.97,20.0,1447.37
18881,3354,2024-08-05 05:31:12,Site,Concluido,0.0,0.0,1950.94
18882,640,2025-10-07 21:15:10,App,Concluido,15.6,0.0,2333.58
18883,3750,2024-06-16 23:14:31,Site,Concluido,0.0,0.0,1833.08
18884,2075,2025-02-05 07:00:53,App,Concluido,0.0,30.0,1126.46
18885,3969,2024-03-26 21:45:17,App,Concluido,0.0,0.0,2475.61
18886,202,2024-11-28 18:10:04,App,Concluido,13.48,0.0,4340.65
18887,3093,2025-01-07 19:14:05,App,Concluido,26.77,0.0,3207.7
18888,3166,2024-05-26 08:49:07,Marketplace,Concluido,10.41,25.0,1999.83
18889,3080,2025-06-01 00:22:07,Site,Concluido,19.29,15.0,931.14
18890,4568,2024-05-16 13:55:21,App,Concluido,0.68,20.0,208.11
18891,2103,2024-03-16 22:59:36,App,Cancelado,25.11,25.0,2874.0
18892,911,2024-11-15 03:49:56,Site,Concluido,16.14,15.0,2045.32
18893,1572,2024-11-02 21:55:08,App,Concluido,4.1,0.0,2142.28
18894,3449,2024-10-11 22:10:50,Marketplace,Concluido,11.76,0.0,110.01
18895,2160,2024-10-28 07:12:00,App,Em processamento,0.0,15.0,815.74
18896,4326,2025-02-01 10:34:56,Marketplace,Concluido,1.49,0.0,1259.53
18897,2545,2025-06-25 08:31:41,Site,Concluido,2.54,20.0,4532.93
18898,1330,2025-09-09 09:41:26,Site,Em processamento,19.7,5.0,531.48
18899,3614,2025-11-07 22:42:21,Site,Concluido,30.55,20.0,3505.15
18900,461,2024-08-04 05:16:44,App,Concluido,0.0,0.0,117.57
18901,807,2024-02-08 17:36:00,App,Concluido,0.0,0.0,485.95
18902,3700,2025-05-12 04:43:49,App,Concluido,12.96,0.0,2460.42
18903,2274,2024-10-15 13:38:46,Marketplace,Concluido,3.83,15.0,961.77
18904,59,2025-10-11 15:56:57,Marketplace,Concluido,0.0,15.0,641.51
18905,2476,2024-09-23 05:45:56,Site,Concluido,28.61,0.0,3956.73
18906,4824,2025-12-09 15:16:18,App,Concluido,9.04,0.0,1296.44
18907,1156,2025-12-03 22:38:10,App,Concluido,22.63,0.0,1125.57
18908,498,2024-02-17 16:36:43,Marketplace,Concluido,28.01,15.0,304.57
18909,4326,2024-04-01 21:42:25,Site,Concluido,1.08,0.0,1392.42
18910,4429,2025-02-09 20:46:18,Marketplace,Concluido,18.05,0.0,2161.5
18911,3977,2024-10-02 20:34:51,Site,Concluido,31.19,5.0,1055.62
18912,1608,2025-10-08 18:52:59,App,Concluido,32.83,25.0,652.0
18913,721,2025-12-29 21:33:52,App,Cancelado,4.23,10.0,38.59
18914,1275,2024-02-11 08:32:45,Site,Concluido,2.23,10.0,486.82
18915,3868,2024-09-13 07:27:38,App,Concluido,23.61,10.0,749.01
18916,691,2025-05-17 06:18:15,Marketplace,Concluido,3.72,0.0,1349.9
18917,4024,2025-03-14 09:46:04,Marketplace,Concluido,14.0,10.0,535.22
18918,4153,2025-09-08 04:01:12,Site,Concluido,24.85,0.0,109.76
18919,3438,2025-01-20 10:43:29,App,Concluido,34.77,0.0,875.18
18920,2356,2025-03-17 17:19:57,App,Concluido,13.93,0.0,1888.59
18921,750,2024-03-23 23:46:52,Site,Concluido,17.7,15.0,2279.3
18922,3052,2025-03-09 15:27:56,Site,Concluido,17.7,5.0,200.12
18923,4774,2024-07-14 13:32:19,Site,Concluido,6.14,0.0,4972.4
18924,3565,2025-09-28 08:30:07,Site,Concluido,14.34,15.0,2567.0
18925,4656,2024-07-01 07:16:50,App,Concluido,0.0,0.0,367.09
18926,1705,2024-06-11 16:22:59,Marketplace,Concluido,21.66,10.0,4056.19
18927,3446,2025-12-01 16:45:55,App,Concluido,0.0,20.0,1257.97
18928,4445,2025-10-13 04:46:31,Site,Concluido,6.97,0.0,409.15
18929,2378,2024-03-23 00:25:14,Site,Concluido,13.51,0.0,1311.21
18930,3232,2025-09-27 10:46:58,Marketplace,Concluido,4.34,25.0,1495.32
18931,2216,2025-12-23 10:46:22,App,Concluido,23.39,0.0,1966.18
18932,886,2025-08-31 10:20:02,App,Concluido,4.36,25.0,1603.62
18933,865,2025-09-06 03:53:31,Site,Concluido,12.59,0.0,1932.45
18934,3495,2024-05-30 14:33:41,App,Concluido,0.04,0.0,302.55
18935,3055,2025-07-18 15:21:02,Marketplace,Concluido,18.58,0.0,1148.96
18936,786,2024-08-29 06:40:26,Marketplace,Concluido,15.62,10.0,121.49
18937,457,2024-12-05 01:10:26,Site,Concluido,30.71,5.0,1406.58
18938,345,2024-03-08 18:54:55,Marketplace,Concluido,23.47,5.0,205.26
18939,554,2025-12-12 15:04:03,Site,Concluido,21.11,0.0,535.54
18940,788,2024-11-24 13:29:30,App,Concluido,22.19,0.0,612.17
18941,1820,2025-05-08 22:37:23,App,Concluido,26.79,30.0,496.05
18942,705,2025-08-03 11:08:49,Site,Concluido,0.0,0.0,953.33
18943,4908,2025-01-06 17:31:27,Site,Concluido,18.27,0.0,2053.19
18944,953,2025-06-05 08:12:40,Marketplace,Concluido,0.0,25.0,2591.06
18945,815,2024-10-15 08:36:52,Site,Concluido,0.0,30.0,2104.67
18946,1549,2024-10-23 08:18:22,Site,Concluido,2.71,0.0,1605.03
18947,144,2024-02-24 17:18:28,Marketplace,Concluido,10.28,0.0,292.67
18948,2778,2025-12-22 00:48:22,Marketplace,Concluido,11.56,15.0,48.02
18949,3767,2024-01-08 20:40:11,Marketplace,Em processamento,7.17,0.0,201.47
18950,4959,2025-03-03 22:01:35,Site,Concluido,2.48,0.0,2321.62
18951,3826,2024-06-21 14:46:10,Site,Concluido,14.33,0.0,1044.64
18952,1217,2025-03-07 14:23:42,Marketplace,Concluido,4.7,0.0,530.99
18953,1808,2024-10-23 21:04:59,Marketplace,Cancelado,22.81,5.0,83.51
18954,4471,2025-02-18 07:11:01,Site,Concluido,15.81,0.0,1189.19
18955,4773,2025-08-23 22:06:24,App,Concluido,0.0,0.0,771.94
18956,2740,2025-05-27 12:27:48,Site,Concluido,27.87,0.0,627.47
18957,1290,2025-11-28 07:36:52,App,Concluido,28.32,0.0,1459.84
18958,556,2024-12-11 08:09:28,App,Concluido,20.58,0.0,437.25
18959,863,2024-07-14 01:25:47,Site,Concluido,8.48,0.0,2312.47
18960,2486,2025-01-28 03:28:20,Site,Concluido,9.07,0.0,1350.68
18961,4977,2025-02-13 15:41:11,Site,Concluido,21.49,0.0,780.93
18962,2356,2024-06-25 22:47:14,App,Concluido,20.45,25.0,1570.36
18963,966,2024-12-18 00:39:38,App,Concluido,0.0,0.0,840.08
18964,2396,2024-08-27 15:48:14,App,Concluido,22.35,0.0,600.19
18965,476,2024-10-13 16:00:21,App,Em processamento,6.74,0.0,155.62
18966,1339,2025-10-30 16:27:25,Site,Em processamento,33.48,0.0,555.75
18967,525,2025-12-06 02:01:17,App,Concluido,21.72,0.0,1468.35
18968,2572,2024-07-08 04:44:17,Site,Concluido,15.61,0.0,372.34
18969,562,2024-11-08 09:10:16,Site,Concluido,19.65,0.0,2262.75
18970,3703,2024-01-30 19:20:21,Site,Concluido,18.37,5.0,353.02
18971,4665,2025-01-19 05:24:52,App,Concluido,31.57,5.0,893.45
18972,1206,2024-01-19 22:37:28,Site,Cancelado,0.0,25.0,1807.59
18973,4034,2024-01-10 11:41:04,Marketplace,Concluido,25.35,15.0,120.7
18974,3848,2024-11-20 18:20:34,App,Concluido,0.0,10.0,606.36
18975,4202,2025-02-19 10:00:46,App,Concluido,17.02,0.0,3245.64
18976,2239,2025-01-25 06:59:52,Site,Concluido,24.77,5.0,2849.26
18977,1161,2025-03-13 11:38:18,App,Concluido,22.42,0.0,250.47
18978,4796,2024-12-30 03:46:29,Marketplace,Concluido,6.76,5.0,1563.89
18979,3826,2024-05-01 14:55:22,Site,Concluido,0.0,0.0,439.01
18980,72,2025-10-05 07:12:37,Site,Concluido,1.14,0.0,1392.48
18981,755,2024-04-25 22:52:04,Marketplace,Concluido,9.74,0.0,2366.5
18982,3853,2025-12-19 07:54:27,Marketplace,Concluido,12.93,0.0,54.28
18983,905,2025-07-31 17:44:35,App,Em processamento,0.98,0.0,4537.53
18984,52,2025-04-19 03:53:18,App,Em processamento,34.63,20.0,233.12
18985,2622,2024-05-26 00:02:25,Site,Concluido,15.95,5.0,1319.09
18986,3191,2024-08-24 02:39:02,App,Concluido,29.6,0.0,2324.32
18987,3949,2025-03-07 22:03:59,App,Concluido,20.81,25.0,63.0
18988,1288,2025-04-12 01:37:57,Site,Concluido,20.05,0.0,2094.74
18989,4781,2025-05-09 19:23:14,App,Concluido,1.36,10.0,89.67
18990,1773,2025-11-22 04:04:27,App,Concluido,11.4,0.0,446.88
18991,3903,2024-10-26 20:01:10,App,Concluido,15.21,20.0,1179.65
18992,3921,2025-12-05 00:54:00,App,Concluido,25.53,20.0,2585.33
18993,950,2024-05-03 11:14:17,App,Concluido,7.25,0.0,7262.86
18994,3139,2025-07-26 23:56:45,Site,Concluido,26.53,0.0,591.24
18995,2417,2024-04-25 14:27:12,Site,Concluido,24.1,0.0,3633.88
18996,2280,2025-08-09 18:35:55,Marketplace,Em processamento,4.45,0.0,781.94
18997,1426,2025-01-06 08:52:42,App,Concluido,18.79,30.0,1483.42
18998,1585,2025-05-15 10:51:07,Site,Concluido,16.23,0.0,1984.46
18999,1047,2025-10-05 11:04:25,Site,Concluido,0.0,15.0,90.82
19000,2166,2024-10-18 14:22:47,Site,Concluido,15.83,0.0,231.52
19001,4024,2024-08-23 07:51:25,Marketplace,Concluido,9.28,5.0,546.28
19002,1177,2024-10-02 08:23:45,Site,Concluido,25.35,0.0,116.02
19003,2161,2024-11-04 17:02:56,Marketplace,Concluido,32.28,25.0,308.87
19004,1032,2024-11-18 05:14:32,Site,Concluido,26.24,15.0,137.72
19005,3289,2025-07-11 17:56:38,Site,Concluido,16.83,25.0,894.49
19006,4527,2025-11-24 14:06:30,Site,Concluido,5.56,0.0,1159.98
19007,1316,2024-03-27 19:58:08,Marketplace,Cancelado,23.51,0.0,1292.63
19008,893,2025-07-06 01:44:30,Site,Concluido,13.17,5.0,1661.9
19009,107,2025-02-28 16:30:36,App,Concluido,14.64,20.0,1781.36
19010,3081,2025-05-17 18:45:17,App,Concluido,14.87,5.0,174.01
19011,745,2025-06-13 13:21:45,Site,Concluido,28.09,5.0,1358.42
19012,622,2025-12-17 09:37:49,Marketplace,Concluido,0.0,10.0,16.0
19013,4241,2025-06-02 10:13:20,Site,Concluido,9.68,30.0,360.87
19014,821,2025-07-13 10:30:14,Site,Concluido,0.0,15.0,1111.69
19015,412,2024-01-14 10:38:29,Site,Concluido,31.69,0.0,1006.02
19016,114,2025-09-05 15:36:35,App,Concluido,0.0,5.0,1205.79
19017,2447,2025-01-30 13:19:46,App,Concluido,7.33,10.0,1423.2
19018,3347,2024-12-07 13:15:58,App,Concluido,17.44,0.0,366.46
19019,4220,2025-11-08 04:37:40,App,Concluido,27.87,10.0,1857.34
19020,86,2024-12-12 14:54:12,Site,Concluido,0.66,5.0,672.28
19021,4143,2024-10-09 21:45:30,Site,Concluido,16.76,0.0,543.58
19022,1573,2024-08-02 10:51:30,App,Cancelado,7.33,15.0,322.74
19023,2006,2024-05-10 22:28:13,App,Cancelado,18.33,0.0,673.81
19024,4080,2025-04-08 03:34:45,Marketplace,Concluido,32.18,0.0,1276.14
19025,804,2024-11-23 03:58:35,App,Concluido,16.79,5.0,3764.44
19026,3335,2024-12-15 21:21:17,Marketplace,Concluido,20.37,0.0,123.64
19027,3350,2024-03-30 21:48:18,App,Concluido,17.3,25.0,2661.49
19028,1070,2025-07-15 14:47:24,Site,Concluido,27.95,0.0,3706.01
19029,2670,2024-02-12 13:56:19,Site,Concluido,6.48,0.0,2057.55
19030,4142,2025-03-31 01:01:22,Marketplace,Concluido,28.38,0.0,3031.61
19031,2772,2025-03-21 19:38:07,Site,Em processamento,7.16,10.0,174.83
19032,4636,2024-10-18 17:22:35,Site,Concluido,21.8,15.0,1027.05
19033,4183,2025-06-09 16:00:11,Site,Concluido,3.29,25.0,2606.96
19034,1409,2024-04-17 15:45:57,Site,Concluido,28.94,30.0,1575.2
19035,3741,2025-12-23 22:45:49,Marketplace,Concluido,14.09,0.0,1399.77
19036,265,2024-05-20 14:09:12,Site,Concluido,29.83,0.0,1852.15
19037,3849,2025-02-25 00:49:22,Marketplace,Concluido,11.23,0.0,300.24
19038,3094,2025-04-15 01:09:35,Site,Concluido,25.57,10.0,508.71
19039,4799,2024-05-12 22:18:05,App,Concluido,3.17,10.0,145.65
19040,1474,2024-05-26 10:51:44,App,Concluido,34.36,0.0,1250.15
19041,4282,2025-04-24 10:14:05,App,Concluido,25.35,0.0,667.37
19042,326,2025-11-13 03:55:24,App,Concluido,31.39,0.0,4105.03
19043,1207,2024-10-19 08:28:06,App,Concluido,7.0,30.0,1177.11
19044,4493,2024-12-05 08:52:27,Site,Concluido,4.21,25.0,778.62
19045,1505,2024-01-07 20:03:16,App,Concluido,33.22,30.0,1917.38
19046,3535,2025-04-10 17:43:47,App,Concluido,0.0,30.0,2266.06
19047,1441,2024-04-20 22:44:18,Marketplace,Cancelado,28.36,5.0,502.64
19048,956,2025-04-17 03:18:14,Site,Concluido,0.0,5.0,533.0
19049,555,2024-12-28 09:22:09,App,Concluido,4.11,0.0,213.49
19050,3255,2025-01-25 00:47:38,Site,Concluido,19.0,5.0,1583.59
19051,4140,2024-05-24 11:04:51,App,Concluido,34.97,0.0,1105.08
19052,4997,2025-10-20 02:59:13,App,Concluido,0.52,0.0,221.15
19053,4578,2024-04-22 04:44:31,Site,Concluido,13.96,10.0,1863.68
19054,2037,2024-10-22 11:53:29,Site,Concluido,1.02,0.0,349.64
19055,1287,2025-08-27 07:37:11,App,Concluido,28.18,5.0,1486.41
19056,1198,2024-07-08 10:43:46,Marketplace,Concluido,7.42,25.0,166.38
19057,4662,2025-12-02 14:39:48,Site,Cancelado,0.0,5.0,771.94
19058,2268,2024-03-08 21:16:42,App,Em processamento,26.44,0.0,403.57
19059,3630,2025-04-07 19:28:03,Marketplace,Em processamento,2.63,0.0,1192.06
19060,3466,2024-01-19 01:45:34,App,Concluido,22.09,0.0,221.99
19061,772,2025-01-16 15:34:12,App,Em processamento,2.07,25.0,541.83
19062,2457,2024-02-14 12:50:43,App,Concluido,1.63,0.0,516.4
19063,471,2024-06-27 08:15:35,Site,Concluido,2.07,0.0,264.59
19064,1371,2025-11-29 21:22:13,Marketplace,Concluido,2.34,10.0,2225.57
19065,3133,2025-02-20 23:09:01,Site,Concluido,8.72,0.0,1205.4
19066,672,2025-12-19 22:23:10,Site,Concluido,26.39,0.0,2024.09
19067,1175,2025-09-01 05:19:56,Marketplace,Cancelado,9.26,0.0,722.34
19068,111,2024-03-17 23:02:08,Marketplace,Concluido,22.37,0.0,140.22
19069,3560,2025-01-02 23:23:16,Marketplace,Concluido,17.89,20.0,1664.5
19070,1027,2025-06-19 15:58:24,App,Concluido,26.49,0.0,2396.22
19071,3555,2024-04-17 14:34:19,Site,Cancelado,13.87,5.0,1178.38
19072,3234,2025-08-31 00:53:38,Marketplace,Concluido,0.0,5.0,1511.08
19073,4440,2025-11-16 15:31:23,Marketplace,Concluido,1.01,30.0,2650.98
19074,1473,2024-01-04 16:47:38,Site,Concluido,9.84,30.0,2556.11
19075,2380,2025-01-02 20:06:13,Marketplace,Concluido,11.08,10.0,559.44
19076,4873,2025-05-17 14:38:00,Site,Cancelado,9.66,0.0,569.44
19077,2972,2025-07-15 13:49:06,App,Concluido,13.07,15.0,2053.83
19078,2382,2024-11-23 16:59:11,Marketplace,Concluido,7.03,15.0,3778.21
19079,3291,2024-05-19 01:20:27,App,Concluido,32.39,5.0,5071.99
19080,4754,2024-09-07 16:22:51,Site,Concluido,10.67,0.0,2920.04
19081,1834,2025-02-25 22:36:14,Site,Concluido,31.17,10.0,818.63
19082,454,2024-04-11 11:17:16,Site,Concluido,2.62,0.0,2638.85
19083,741,2024-09-29 05:23:47,App,Concluido,0.0,0.0,767.85
19084,2381,2025-11-13 08:38:36,Site,Concluido,10.91,20.0,2183.95
19085,2358,2025-05-06 21:20:41,App,Concluido,0.0,0.0,717.84
19086,1444,2024-07-18 14:57:36,Site,Concluido,1.49,30.0,942.76
19087,3681,2025-09-15 03:09:29,Site,Concluido,27.34,20.0,2008.59
19088,1749,2024-11-15 06:17:53,App,Concluido,33.15,20.0,1166.04
19089,2402,2024-04-06 16:33:32,Site,Concluido,30.47,30.0,3171.63
19090,4920,2025-06-23 13:26:04,App,Concluido,31.73,20.0,200.9
19091,3172,2024-04-19 03:22:14,App,Concluido,33.04,30.0,1663.29
19092,4241,2024-09-14 21:10:31,Site,Concluido,5.12,30.0,1083.1
19093,2007,2024-12-08 10:46:08,Marketplace,Concluido,23.43,0.0,2032.64
19094,1787,2024-01-17 10:35:36,App,Concluido,0.0,5.0,342.21
19095,1410,2024-09-22 00:35:33,Marketplace,Concluido,10.83,10.0,547.76
19096,1763,2024-05-22 01:45:36,Marketplace,Concluido,6.92,0.0,515.06
19097,910,2025-06-22 21:59:11,Marketplace,Concluido,16.09,0.0,2272.44
19098,761,2025-07-10 05:21:34,Site,Concluido,29.18,20.0,1424.48
19099,3241,2025-07-08 03:13:23,Site,Concluido,33.65,5.0,903.54
19100,2690,2025-04-12 20:20:51,App,Concluido,0.0,30.0,1362.63
19101,531,2025-08-19 00:01:26,Site,Concluido,0.0,30.0,6178.33
19102,1360,2024-10-29 04:45:04,App,Concluido,8.97,0.0,1215.06
19103,3819,2025-12-02 16:47:05,Marketplace,Concluido,0.0,0.0,1205.33
19104,2028,2024-08-20 00:49:12,Site,Concluido,9.04,5.0,1266.72
19105,2561,2024-06-12 03:38:21,App,Concluido,30.89,10.0,1952.26
19106,2178,2024-01-10 03:37:52,App,Em processamento,12.11,20.0,1991.6
19107,1538,2025-09-12 05:45:29,Marketplace,Concluido,16.84,20.0,203.92
19108,1274,2025-01-27 18:19:46,Site,Concluido,0.0,0.0,3719.29
19109,2782,2024-05-24 06:58:40,App,Cancelado,0.0,0.0,450.09
19110,947,2025-04-08 00:11:44,Marketplace,Concluido,0.0,10.0,158.38
19111,1299,2024-10-20 22:32:51,Marketplace,Concluido,30.9,0.0,2064.23
19112,2512,2025-09-18 02:15:29,App,Concluido,26.33,0.0,747.37
19113,2189,2024-09-26 03:46:05,Site,Concluido,0.0,0.0,798.24
19114,882,2024-01-03 09:42:39,App,Concluido,1.43,10.0,1164.16
19115,1848,2025-12-21 23:18:32,Site,Concluido,15.53,30.0,939.82
19116,1976,2024-10-15 02:48:45,Marketplace,Concluido,10.57,0.0,2277.51
19117,4269,2024-09-06 20:33:04,App,Concluido,1.45,0.0,327.71
19118,4569,2025-02-12 20:57:06,Marketplace,Concluido,4.81,0.0,543.25
19119,2965,2025-01-09 23:40:01,Site,Cancelado,9.47,0.0,2691.83
19120,3064,2024-02-10 03:26:56,Site,Concluido,10.52,20.0,453.05
19121,3129,2025-06-09 18:08:42,Site,Concluido,16.68,0.0,858.5
19122,498,2024-10-06 11:08:52,Marketplace,Concluido,33.81,5.0,1114.89
19123,2217,2024-01-03 22:16:42,App,Concluido,0.0,25.0,1007.26
19124,989,2024-02-23 07:16:53,Site,Em processamento,27.24,20.0,1735.04
19125,2609,2024-01-19 16:12:47,Site,Concluido,10.08,0.0,312.81
19126,2476,2024-02-11 08:46:15,App,Concluido,13.1,5.0,3479.97
19127,4515,2024-04-21 04:51:50,App,Concluido,31.5,0.0,1447.57
19128,1371,2024-05-08 23:23:24,Site,Concluido,28.37,10.0,3279.28
19129,3589,2024-02-25 02:41:35,Site,Cancelado,5.37,15.0,560.88
19130,2503,2025-05-07 11:00:06,App,Concluido,7.51,0.0,3276.15
19131,4810,2024-02-02 01:57:35,Site,Concluido,21.75,30.0,1963.23
19132,179,2025-12-18 11:35:20,Site,Concluido,0.0,5.0,2854.86
19133,1930,2024-06-25 09:26:26,App,Concluido,23.64,5.0,2297.72
19134,2549,2025-07-13 07:51:21,App,Concluido,5.61,0.0,455.52
19135,4835,2024-03-25 22:13:02,Site,Concluido,5.09,0.0,881.56
19136,112,2025-08-21 07:43:58,Marketplace,Concluido,3.3,0.0,3302.49
19137,3220,2024-02-21 15:37:43,App,Concluido,1.96,10.0,4480.38
19138,715,2025-04-27 15:08:15,Marketplace,Concluido,0.0,0.0,605.04
19139,1402,2024-04-12 03:01:41,Site,Concluido,29.6,0.0,151.49
19140,2925,2025-09-17 03:00:07,Site,Concluido,0.0,0.0,1972.82
19141,1382,2025-04-09 22:46:11,Site,Concluido,28.65,0.0,1124.66
19142,3128,2024-01-22 12:24:15,App,Concluido,25.07,0.0,1160.3
19143,4909,2024-07-06 16:09:52,Site,Concluido,14.41,5.0,1758.02
19144,3012,2024-10-26 17:04:26,Site,Concluido,28.12,0.0,258.4
19145,1209,2024-12-08 01:09:19,Site,Concluido,23.3,0.0,2965.65
19146,3126,2025-05-05 16:05:00,App,Concluido,31.88,0.0,1258.53
19147,37,2025-07-08 09:13:38,App,Cancelado,10.73,0.0,6815.27
19148,1829,2025-09-25 17:32:09,Site,Concluido,23.97,15.0,1423.01
19149,3061,2025-10-05 18:48:02,App,Concluido,11.02,30.0,364.36
19150,3342,2024-06-15 23:04:44,Site,Concluido,15.88,15.0,187.76
19151,3942,2024-03-28 19:33:49,Site,Concluido,32.3,0.0,2210.46
19152,810,2024-11-20 04:19:40,Marketplace,Concluido,21.09,0.0,73.28
19153,3073,2025-02-03 03:11:09,App,Concluido,6.55,0.0,1439.25
19154,4119,2024-06-12 01:36:29,App,Cancelado,8.12,5.0,2077.09
19155,1527,2025-05-18 16:35:48,Site,Concluido,0.0,0.0,525.04
19156,3520,2024-01-29 10:10:04,Site,Concluido,0.0,0.0,1359.98
19157,4892,2025-04-20 23:41:31,Site,Concluido,8.05,15.0,1391.96
19158,496,2025-09-15 14:01:19,Site,Concluido,23.16,25.0,2068.68
19159,4996,2024-04-25 03:49:57,App,Concluido,1.38,25.0,610.1
19160,425,2025-11-18 14:41:12,App,Concluido,0.0,0.0,2074.75
19161,2748,2025-04-29 03:53:19,Site,Concluido,32.48,0.0,1749.36
19162,2066,2024-11-01 21:19:27,Site,Concluido,0.0,0.0,742.13
19163,1983,2025-01-19 20:17:07,Site,Concluido,6.3,25.0,970.16
19164,1469,2025-09-08 03:39:49,App,Concluido,22.63,5.0,2331.19
19165,3801,2025-10-25 18:09:54,Site,Concluido,23.36,15.0,5520.87
19166,1234,2025-06-10 17:37:04,App,Concluido,0.0,0.0,186.88
19167,1798,2025-03-25 14:21:12,App,Concluido,31.68,0.0,3529.95
19168,565,2025-11-10 15:27:35,App,Concluido,25.77,20.0,878.63
19169,3020,2025-01-26 11:15:14,Site,Concluido,13.52,20.0,1277.79
19170,1305,2025-10-07 17:06:02,Site,Concluido,26.17,0.0,618.65
19171,133,2025-09-05 06:35:00,Marketplace,Concluido,11.39,25.0,1538.23
19172,449,2024-05-10 00:43:57,Marketplace,Concluido,19.73,0.0,2693.23
19173,1831,2024-12-30 03:29:33,App,Concluido,26.99,10.0,1799.19
19174,2159,2024-12-20 11:36:24,Marketplace,Concluido,15.56,5.0,2752.71
19175,3627,2025-12-18 15:58:46,Marketplace,Concluido,7.73,15.0,9108.11
19176,850,2025-12-30 20:22:25,App,Concluido,2.56,0.0,1102.54
19177,3963,2024-06-13 11:02:07,Site,Concluido,0.91,0.0,1627.81
19178,1481,2025-05-03 18:55:17,Site,Concluido,5.57,0.0,395.61
19179,901,2025-10-09 01:51:08,App,Em processamento,17.16,20.0,373.17
19180,4855,2024-07-26 11:30:32,App,Concluido,0.0,0.0,1593.3
19181,1540,2025-05-17 22:21:35,Site,Em processamento,13.7,0.0,758.03
19182,1900,2025-04-16 19:40:26,Site,Concluido,0.0,0.0,128.31
19183,2945,2024-12-21 10:56:10,Site,Em processamento,0.0,5.0,3664.82
19184,4958,2025-10-11 15:14:55,App,Cancelado,18.72,10.0,3507.29
19185,3245,2024-08-08 03:26:01,Site,Em processamento,16.69,10.0,310.25
19186,515,2025-03-05 22:25:47,Marketplace,Concluido,13.4,0.0,2840.12
19187,1592,2025-04-24 12:57:08,Site,Concluido,14.66,0.0,1448.87
19188,84,2024-10-06 23:29:28,App,Cancelado,27.26,0.0,1000.35
19189,3743,2025-09-28 04:13:31,App,Concluido,30.41,0.0,796.44
19190,4894,2024-09-09 18:34:10,Marketplace,Concluido,28.6,0.0,1680.04
19191,2128,2024-03-09 15:04:50,App,Concluido,23.52,30.0,498.0
19192,1602,2024-04-17 18:14:51,Site,Concluido,0.0,0.0,2070.33
19193,4618,2025-11-24 18:48:27,Site,Concluido,0.0,0.0,262.52
19194,1223,2025-08-12 06:23:37,Marketplace,Concluido,9.42,5.0,1746.25
19195,4330,2024-04-18 08:46:39,Site,Concluido,0.0,15.0,886.27
19196,1843,2024-07-30 12:53:12,Marketplace,Concluido,34.69,5.0,728.92
19197,2292,2024-11-16 21:34:42,Site,Concluido,18.95,0.0,4897.52
19198,1590,2024-04-16 20:57:32,Site,Concluido,30.99,0.0,6028.59
19199,2897,2025-05-10 08:02:50,Site,Concluido,27.11,5.0,1863.09
19200,4489,2024-08-07 10:35:36,App,Concluido,23.24,0.0,675.21
19201,9,2025-08-28 17:14:23,Site,Concluido,1.36,30.0,364.13
19202,4709,2024-06-30 01:47:39,Site,Concluido,11.86,0.0,2673.55
19203,715,2024-11-03 20:37:29,App,Concluido,7.05,20.0,2071.73
19204,1928,2025-12-24 02:11:26,App,Concluido,3.31,0.0,2108.42
19205,110,2025-01-31 20:17:35,App,Concluido,7.45,0.0,1668.37
19206,4930,2025-03-11 19:17:22,Site,Concluido,2.06,20.0,1350.7
19207,266,2025-10-29 12:59:03,App,Concluido,0.0,20.0,1162.73
19208,3224,2025-12-09 15:24:57,App,Concluido,3.6,5.0,1939.26
19209,955,2024-05-06 19:22:39,App,Concluido,0.0,0.0,1249.09
19210,1350,2024-10-18 01:13:15,Site,Concluido,7.3,30.0,542.01
19211,1575,2024-11-16 13:24:45,App,Em processamento,15.2,0.0,336.79
19212,2224,2025-10-07 07:38:16,Site,Concluido,25.48,15.0,672.31
