id_entrega,id_pedido,transportadora,data_envio,data_prevista,data_entrega,status_entrega,tentativas_entrega,custo_logistico
26713,28782,EntregaMax,2025-07-31 01:53:24,2025-08-03 00:00:00,2025-08-06 08:00:00,Entregue,1,36.5
26714,28783,LogExpress,2024-11-02 13:39:27,2024-11-07 00:00:00,2024-11-12 18:00:00,Entregue,2,10.64
26715,28785,RapidGo,2025-10-07 14:54:34,2025-10-12 00:00:00,2025-10-13 14:00:00,Entregue,2,32.34
26716,28786,RapidGo,2024-09-29 08:02:01,2024-10-03 00:00:00,,Em transito,0,52.28
26717,28787,RapidGo,2025-12-17 05:11:56,2025-12-22 00:00:00,2025-12-22 14:00:00,Entregue,2,52.48
26718,28788,TransBrasil,2024-08-12 14:02:47,2024-08-14 00:00:00,2024-08-14 08:00:00,Entregue,2,31.72
26719,28789,LogExpress,2024-09-06 12:41:59,2024-09-10 00:00:00,2024-09-10 19:00:00,Entregue,1,56.5
26720,28790,TransBrasil,2024-04-29 15:43:32,2024-05-05 00:00:00,2024-05-03 09:00:00,Entregue,1,49.94
26721,28791,TransBrasil,2024-03-21 17:03:53,2024-03-25 00:00:00,2024-03-25 09:00:00,Entregue,1,33.16
26722,28792,RapidGo,2025-06-21 09:45:30,2025-06-28 00:00:00,2025-07-02 09:00:00,Entregue,1,28.45
26723,28793,LogExpress,2025-02-18 08:04:25,2025-02-25 00:00:00,2025-02-25 12:00:00,Entregue,1,27.44
26724,28794,LogExpress,2025-12-02 19:04:16,2025-12-07 00:00:00,2025-12-08 14:00:00,Entregue,1,43.26
26725,28795,LogExpress,2025-10-02 01:46:27,2025-10-06 00:00:00,2025-10-06 11:00:00,Entregue,1,41.13
26726,28796,LogExpress,2025-04-16 02:48:06,2025-04-24 00:00:00,2025-04-24 08:00:00,Entregue,1,52.03
26727,28797,LogExpress,2025-04-22 22:53:37,2025-04-27 00:00:00,2025-04-27 10:00:00,Entregue,1,61.48
26728,28798,TransBrasil,2025-05-08 14:05:10,2025-05-13 00:00:00,2025-05-16 17:00:00,Entregue,1,31.64
26729,28799,LogExpress,2025-01-18 08:31:16,2025-01-21 00:00:00,2025-01-20 14:00:00,Entregue,1,33.26
26730,28800,TransBrasil,2024-04-13 01:40:15,2024-04-21 00:00:00,2024-04-20 16:00:00,Entregue,1,19.19
26731,28801,LogExpress,2025-10-25 01:18:07,2025-10-31 00:00:00,2025-11-03 11:00:00,Entregue,1,34.21
26732,28803,EntregaMax,2024-01-24 05:57:09,2024-01-30 00:00:00,2024-01-31 11:00:00,Entregue,2,24.8
26733,28804,EntregaMax,2025-01-12 19:11:42,2025-01-16 00:00:00,2025-01-18 16:00:00,Entregue,1,8.97
26734,28805,LogExpress,2024-12-05 05:33:08,2024-12-12 00:00:00,2024-12-12 14:00:00,Entregue,1,32.05
26735,28806,EntregaMax,2025-03-04 18:06:01,2025-03-09 00:00:00,2025-03-11 19:00:00,Entregue,1,64.48
26736,28807,LogExpress,2025-11-08 10:56:06,2025-11-11 00:00:00,2025-11-11 08:00:00,Entregue,1,11.42
26737,28808,RapidGo,2024-04-29 00:46:59,2024-05-07 00:00:00,2024-05-06 14:00:00,Entregue,1,64.77
26738,28809,LogExpress,2024-12-03 05:49:19,2024-12-08 00:00:00,2024-12-08 16:00:00,Entregue,2,16.57
26739,28810,RapidGo,2024-09-15 19:24:00,2024-09-21 00:00:00,2024-09-20 09:00:00,Entregue,1,33.65
26740,28811,TransBrasil,2025-05-10 20:17:12,2025-05-14 00:00:00,2025-05-18 10:00:00,Entregue,1,49.94
26741,28812,RapidGo,2025-02-25 15:01:58,2025-03-03 00:00:00,2025-03-02 16:00:00,Entregue,1,20.99
26742,28813,RapidGo,2025-02-27 20:19:27,2025-03-04 00:00:00,2025-03-04 19:00:00,Entregue,1,63.9
26743,28814,RapidGo,2024-08-12 07:13:15,2024-08-15 00:00:00,2024-08-15 17:00:00,Entregue,2,59.9
26744,28815,RapidGo,2025-11-21 03:35:06,2025-11-23 00:00:00,2025-11-23 08:00:00,Entregue,1,58.68
26745,28816,EntregaMax,2025-03-26 05:04:24,2025-04-03 00:00:00,2025-04-03 19:00:00,Entregue,1,46.51
26746,28817,RapidGo,2025-06-18 16:13:10,2025-06-26 00:00:00,2025-06-28 10:00:00,Entregue,1,35.43
26747,28818,RapidGo,2024-02-21 04:39:42,2024-02-24 00:00:00,2024-02-23 12:00:00,Entregue,1,33.54
26748,28819,TransBrasil,2024-02-23 10:22:09,2024-02-29 00:00:00,2024-02-29 14:00:00,Entregue,1,44.3
26749,28820,TransBrasil,2024-07-20 03:58:23,2024-07-27 00:00:00,2024-07-27 11:00:00,Entregue,1,34.69
26750,28821,LogExpress,2025-08-06 18:21:46,2025-08-09 00:00:00,2025-08-12 11:00:00,Entregue,2,55.53
26751,28823,EntregaMax,2024-02-11 23:52:51,2024-02-15 00:00:00,2024-02-17 09:00:00,Entregue,1,49.35
26752,28824,RapidGo,2024-05-17 12:35:36,2024-05-23 00:00:00,2024-05-25 08:00:00,Entregue,1,47.91
26753,28825,RapidGo,2025-09-12 19:41:16,2025-09-18 00:00:00,2025-09-18 15:00:00,Entregue,1,42.1
26754,28826,LogExpress,2024-02-29 01:19:02,2024-03-05 00:00:00,2024-03-10 08:00:00,Entregue,2,55.0
26755,28828,LogExpress,2025-10-27 01:12:03,2025-11-02 00:00:00,2025-11-02 08:00:00,Entregue,1,43.7
26756,28829,LogExpress,2025-12-03 16:04:40,2025-12-05 00:00:00,2025-12-04 17:00:00,Entregue,1,40.86
26757,28830,EntregaMax,2025-06-11 03:42:14,2025-06-16 00:00:00,2025-06-15 09:00:00,Entregue,1,22.67
26758,28831,RapidGo,2025-06-14 17:27:51,2025-06-16 00:00:00,2025-06-16 09:00:00,Entregue,1,21.72
26759,28832,RapidGo,2025-02-09 09:44:48,2025-02-17 00:00:00,2025-02-17 16:00:00,Entregue,1,32.36
26760,28833,LogExpress,2024-07-29 03:33:44,2024-08-03 00:00:00,2024-08-03 13:00:00,Entregue,1,34.61
26761,28834,LogExpress,2025-07-18 17:14:19,2025-07-23 00:00:00,2025-07-28 08:00:00,Entregue,1,51.54
26762,28836,LogExpress,2024-10-18 11:07:44,2024-10-25 00:00:00,2024-10-25 15:00:00,Entregue,1,15.47
26763,28837,TransBrasil,2025-08-24 07:53:33,2025-08-30 00:00:00,2025-08-29 19:00:00,Entregue,2,56.03
26764,28838,EntregaMax,2025-10-17 13:33:32,2025-10-20 00:00:00,2025-10-20 15:00:00,Entregue,1,44.65
26765,28839,EntregaMax,2025-11-14 23:59:59,2025-11-16 00:00:00,2025-11-16 14:00:00,Entregue,1,51.58
26766,28840,LogExpress,2024-03-03 20:45:59,2024-03-09 00:00:00,2024-03-09 11:00:00,Entregue,1,22.83
26767,28841,LogExpress,2025-09-01 04:00:46,2025-09-05 00:00:00,2025-09-06 12:00:00,Entregue,2,53.08
26768,28842,TransBrasil,2025-07-24 17:49:50,2025-08-01 00:00:00,2025-08-01 08:00:00,Entregue,1,37.75
26769,28843,RapidGo,2025-09-13 20:22:28,2025-09-18 00:00:00,2025-09-16 18:00:00,Entregue,1,64.47
26770,28844,RapidGo,2024-02-22 15:37:22,2024-02-29 00:00:00,2024-03-02 13:00:00,Entregue,1,17.4
26771,28845,RapidGo,2025-04-16 03:09:59,2025-04-19 00:00:00,2025-04-19 12:00:00,Entregue,1,31.16
26772,28846,RapidGo,2025-02-15 17:08:42,2025-02-17 00:00:00,2025-02-16 12:00:00,Entregue,1,34.62
26773,28847,LogExpress,2024-02-18 05:43:38,2024-02-21 00:00:00,2024-02-21 15:00:00,Entregue,1,59.64
26774,28848,EntregaMax,2024-09-08 13:14:10,2024-09-15 00:00:00,2024-09-17 11:00:00,Entregue,1,17.86
26775,28849,LogExpress,2024-10-22 08:44:07,2024-10-30 00:00:00,2024-10-30 19:00:00,Entregue,1,59.97
26776,28851,LogExpress,2025-08-28 19:29:27,2025-08-31 00:00:00,2025-08-31 15:00:00,Entregue,1,50.19
26777,28852,RapidGo,2025-12-05 08:06:10,2025-12-09 00:00:00,2025-12-09 08:00:00,Entregue,1,61.94
26778,28853,RapidGo,2025-02-20 23:20:57,2025-02-26 00:00:00,2025-02-26 14:00:00,Entregue,1,18.03
26779,28854,TransBrasil,2025-09-25 11:56:05,2025-09-27 00:00:00,2025-09-27 10:00:00,Entregue,1,39.25
26780,28855,LogExpress,2025-05-31 11:44:11,2025-06-08 00:00:00,2025-06-11 08:00:00,Entregue,1,34.38
26781,28856,RapidGo,2025-05-13 23:43:17,2025-05-16 00:00:00,2025-05-15 16:00:00,Entregue,1,11.38
26782,28857,RapidGo,2025-08-29 13:18:27,2025-09-03 00:00:00,,Em transito,0,25.42
26783,28858,RapidGo,2024-05-06 19:00:04,2024-05-12 00:00:00,2024-05-12 08:00:00,Entregue,1,21.8
26784,28859,TransBrasil,2024-09-11 02:12:31,2024-09-13 00:00:00,2024-09-13 19:00:00,Entregue,1,58.97
26785,28860,TransBrasil,2024-05-23 19:24:59,2024-05-28 00:00:00,2024-05-27 14:00:00,Entregue,1,27.0
26786,28862,TransBrasil,2024-01-18 02:53:43,2024-01-25 00:00:00,,Em transito,0,30.17
26787,28863,RapidGo,2024-04-17 04:17:30,2024-04-25 00:00:00,2024-04-23 18:00:00,Entregue,1,45.68
26788,28864,LogExpress,2024-03-30 01:55:26,2024-04-05 00:00:00,2024-04-05 15:00:00,Entregue,1,61.78
26789,28865,RapidGo,2025-11-19 21:42:42,2025-11-23 00:00:00,2025-11-23 18:00:00,Entregue,1,8.79
26790,28866,LogExpress,2025-06-22 05:16:06,2025-06-25 00:00:00,2025-06-23 10:00:00,Entregue,1,11.69
26791,28867,RapidGo,2025-09-03 11:58:06,2025-09-05 00:00:00,2025-09-05 11:00:00,Entregue,1,42.25
26792,28868,RapidGo,2025-05-29 17:31:20,2025-06-03 00:00:00,2025-06-05 13:00:00,Entregue,1,35.8
26793,28869,EntregaMax,2025-10-08 14:47:56,2025-10-14 00:00:00,2025-10-14 18:00:00,Entregue,1,64.52
26794,28870,LogExpress,2024-12-09 14:20:33,2024-12-12 00:00:00,2024-12-12 12:00:00,Entregue,1,11.06
26795,28871,LogExpress,2024-02-10 02:49:00,2024-02-12 00:00:00,2024-02-12 17:00:00,Entregue,1,17.88
26796,28872,LogExpress,2025-05-09 03:56:41,2025-05-14 00:00:00,2025-05-14 09:00:00,Entregue,1,13.94
26797,28873,TransBrasil,2024-12-09 13:19:37,2024-12-16 00:00:00,2024-12-16 15:00:00,Entregue,1,19.27
26798,28874,EntregaMax,2024-08-16 07:21:04,2024-08-21 00:00:00,2024-08-21 16:00:00,Entregue,1,39.5
26799,28875,LogExpress,2024-05-15 20:23:32,2024-05-20 00:00:00,2024-05-22 15:00:00,Entregue,1,23.94
26800,28876,RapidGo,2025-11-18 03:27:22,2025-11-26 00:00:00,2025-11-26 18:00:00,Entregue,1,43.19
26801,28877,LogExpress,2024-11-30 03:19:11,2024-12-04 00:00:00,2024-12-04 11:00:00,Entregue,2,59.09
26802,28878,EntregaMax,2025-08-08 02:41:10,2025-08-12 00:00:00,2025-08-12 15:00:00,Entregue,1,32.82
26803,28879,RapidGo,2024-09-07 00:36:45,2024-09-10 00:00:00,2024-09-10 18:00:00,Entregue,1,23.83
26804,28880,RapidGo,2024-05-19 13:55:16,2024-05-27 00:00:00,2024-05-26 10:00:00,Entregue,1,8.65
26805,28881,LogExpress,2025-02-10 12:08:52,2025-02-18 00:00:00,2025-02-18 11:00:00,Entregue,1,62.26
26806,28882,LogExpress,2025-07-16 06:21:57,2025-07-18 00:00:00,2025-07-18 19:00:00,Entregue,2,21.16
26807,28883,LogExpress,2024-04-27 13:24:57,2024-05-03 00:00:00,2024-05-02 11:00:00,Entregue,1,31.89
26808,28884,LogExpress,2025-02-15 23:46:01,2025-02-22 00:00:00,2025-02-21 15:00:00,Entregue,1,53.48
26809,28885,LogExpress,2024-08-01 22:04:26,2024-08-03 00:00:00,2024-08-03 11:00:00,Entregue,1,43.76
26810,28886,RapidGo,2024-05-03 10:39:11,2024-05-06 00:00:00,2024-05-06 17:00:00,Entregue,1,24.45
26811,28887,RapidGo,2025-12-05 01:14:05,2025-12-10 00:00:00,,Em transito,0,50.4
26812,28888,RapidGo,2025-01-22 08:30:50,2025-01-24 00:00:00,2025-01-24 10:00:00,Entregue,1,34.74
26813,28890,TransBrasil,2025-05-25 19:06:36,2025-05-31 00:00:00,2025-06-02 19:00:00,Entregue,1,42.27
26814,28891,RapidGo,2024-07-04 09:19:45,2024-07-12 00:00:00,2024-07-12 08:00:00,Entregue,1,41.94
26815,28892,TransBrasil,2024-07-15 00:02:19,2024-07-19 00:00:00,2024-07-19 19:00:00,Entregue,1,35.8
26816,28893,TransBrasil,2024-10-24 00:08:11,2024-10-28 00:00:00,2024-10-28 16:00:00,Entregue,1,50.72
26817,28894,LogExpress,2024-02-17 14:58:49,2024-02-19 00:00:00,2024-02-19 12:00:00,Entregue,2,21.79
26818,28895,LogExpress,2024-10-11 18:24:10,2024-10-18 00:00:00,2024-10-16 11:00:00,Entregue,1,57.53
26819,28896,TransBrasil,2025-07-12 00:48:57,2025-07-18 00:00:00,2025-07-23 12:00:00,Entregue,1,8.06
26820,28897,LogExpress,2024-02-23 19:37:00,2024-02-25 00:00:00,2024-03-01 16:00:00,Entregue,2,34.93
26821,28898,RapidGo,2024-06-22 10:10:03,2024-06-28 00:00:00,2024-06-27 16:00:00,Entregue,1,48.18
26822,28899,LogExpress,2024-04-24 21:12:56,2024-04-30 00:00:00,2024-05-04 14:00:00,Entregue,1,64.97
26823,28900,TransBrasil,2025-01-14 09:12:50,2025-01-21 00:00:00,2025-01-24 16:00:00,Entregue,1,10.67
26824,28901,EntregaMax,2025-08-16 02:10:08,2025-08-23 00:00:00,2025-08-23 17:00:00,Entregue,1,23.27
26825,28902,LogExpress,2024-11-17 16:14:50,2024-11-24 00:00:00,2024-11-24 17:00:00,Entregue,1,24.33
26826,28903,TransBrasil,2024-06-14 17:04:15,2024-06-20 00:00:00,2024-06-19 19:00:00,Entregue,1,59.54
26827,28904,LogExpress,2024-03-12 15:41:04,2024-03-19 00:00:00,2024-03-19 19:00:00,Entregue,1,34.33
26828,28905,EntregaMax,2025-10-22 06:18:16,2025-10-24 00:00:00,2025-10-25 09:00:00,Entregue,1,46.07
26829,28906,LogExpress,2024-09-05 12:10:13,2024-09-07 00:00:00,2024-09-07 16:00:00,Entregue,1,20.65
26830,28907,LogExpress,2024-08-06 15:51:34,2024-08-10 00:00:00,2024-08-10 15:00:00,Entregue,1,42.1
26831,28908,LogExpress,2025-10-08 01:36:33,2025-10-11 00:00:00,2025-10-11 10:00:00,Entregue,1,19.59
26832,28910,RapidGo,2024-06-03 23:02:37,2024-06-06 00:00:00,2024-06-06 14:00:00,Entregue,1,54.19
26833,28911,EntregaMax,2024-11-23 15:16:48,2024-11-25 00:00:00,2024-11-25 18:00:00,Entregue,1,54.55
26834,28912,RapidGo,2025-06-27 16:55:29,2025-07-03 00:00:00,2025-07-06 08:00:00,Entregue,1,53.81
26835,28913,TransBrasil,2025-01-29 05:27:08,2025-02-05 00:00:00,2025-02-05 11:00:00,Entregue,1,11.69
26836,28914,EntregaMax,2024-07-05 22:02:10,2024-07-07 00:00:00,2024-07-09 10:00:00,Entregue,1,8.06
26837,28915,RapidGo,2024-01-07 04:35:46,2024-01-11 00:00:00,2024-01-11 16:00:00,Entregue,1,49.41
26838,28916,TransBrasil,2024-01-12 20:09:43,2024-01-16 00:00:00,2024-01-17 18:00:00,Entregue,2,42.77
26839,28918,TransBrasil,2024-04-19 03:17:21,2024-04-25 00:00:00,2024-04-25 18:00:00,Entregue,1,14.86
26840,28919,LogExpress,2025-09-25 23:04:31,2025-10-01 00:00:00,2025-10-01 16:00:00,Entregue,1,36.99
26841,28920,LogExpress,2024-04-10 23:58:32,2024-04-16 00:00:00,2024-04-16 09:00:00,Entregue,1,61.55
26842,28921,LogExpress,2024-08-27 05:28:33,2024-09-01 00:00:00,2024-09-01 19:00:00,Entregue,1,31.05
26843,28923,RapidGo,2024-08-28 14:18:48,2024-09-03 00:00:00,2024-09-03 11:00:00,Entregue,1,32.63
26844,28924,RapidGo,2024-01-01 21:03:16,2024-01-04 00:00:00,2024-01-05 16:00:00,Entregue,2,34.55
26845,28927,RapidGo,2024-04-20 07:55:31,2024-04-23 00:00:00,2024-04-22 08:00:00,Entregue,1,50.57
26846,28928,LogExpress,2024-10-22 17:07:14,2024-10-30 00:00:00,2024-10-30 15:00:00,Entregue,1,19.35
26847,28929,TransBrasil,2024-11-30 12:13:27,2024-12-02 00:00:00,2024-12-02 14:00:00,Entregue,1,22.18
26848,28930,EntregaMax,2024-09-05 00:21:25,2024-09-11 00:00:00,2024-09-10 11:00:00,Entregue,1,62.6
26849,28931,LogExpress,2024-02-23 15:14:48,2024-02-29 00:00:00,2024-02-28 10:00:00,Entregue,1,38.52
26850,28933,RapidGo,2025-03-01 18:28:27,2025-03-06 00:00:00,2025-03-06 18:00:00,Entregue,1,31.22
26851,28934,LogExpress,2024-04-24 16:32:00,2024-04-29 00:00:00,2024-04-27 13:00:00,Entregue,1,10.44
26852,28936,RapidGo,2024-02-02 18:48:23,2024-02-04 00:00:00,2024-02-08 15:00:00,Entregue,3,24.98
26853,28937,LogExpress,2025-08-19 12:31:16,2025-08-24 00:00:00,2025-08-26 19:00:00,Entregue,1,59.48
26854,28938,EntregaMax,2025-07-22 14:18:57,2025-07-30 00:00:00,2025-08-01 18:00:00,Entregue,1,22.96
26855,28939,EntregaMax,2025-08-25 07:38:17,2025-08-28 00:00:00,2025-08-31 16:00:00,Entregue,2,19.06
26856,28940,EntregaMax,2024-11-07 09:36:04,2024-11-13 00:00:00,2024-11-15 18:00:00,Entregue,1,53.8
26857,28941,LogExpress,2025-03-28 21:24:07,2025-04-01 00:00:00,2025-04-01 18:00:00,Entregue,1,21.31
26858,28942,TransBrasil,2025-06-27 04:24:29,2025-06-29 00:00:00,2025-06-29 16:00:00,Entregue,1,58.41
26859,28943,EntregaMax,2025-10-09 20:14:05,2025-10-16 00:00:00,2025-10-16 18:00:00,Entregue,1,21.04
26860,28944,TransBrasil,2025-07-01 04:02:43,2025-07-07 00:00:00,2025-07-07 11:00:00,Entregue,2,42.77
26861,28945,RapidGo,2025-07-20 19:25:17,2025-07-23 00:00:00,2025-07-21 12:00:00,Entregue,1,38.65
26862,28946,LogExpress,2024-08-11 14:29:53,2024-08-19 00:00:00,2024-08-18 08:00:00,Entregue,1,57.46
26863,28947,TransBrasil,2024-05-23 13:06:42,2024-05-26 00:00:00,2024-05-24 13:00:00,Entregue,1,35.92
26864,28948,EntregaMax,2025-05-28 15:36:02,2025-06-05 00:00:00,2025-06-05 14:00:00,Entregue,1,40.81
26865,28949,RapidGo,2024-08-19 02:03:20,2024-08-24 00:00:00,2024-08-24 11:00:00,Entregue,1,57.23
26866,28950,EntregaMax,2025-01-05 23:14:04,2025-01-07 00:00:00,2025-01-06 18:00:00,Entregue,1,56.41
26867,28951,LogExpress,2025-02-02 17:25:06,2025-02-09 00:00:00,2025-02-09 13:00:00,Entregue,1,32.98
26868,28952,RapidGo,2024-01-02 23:31:02,2024-01-09 00:00:00,2024-01-09 19:00:00,Entregue,1,48.22
26869,28953,EntregaMax,2024-10-29 15:10:56,2024-11-02 00:00:00,2024-11-07 14:00:00,Entregue,1,22.95
26870,28954,EntregaMax,2025-05-06 03:34:13,2025-05-13 00:00:00,2025-05-13 15:00:00,Entregue,1,10.5
26871,28955,LogExpress,2025-07-12 19:55:37,2025-07-18 00:00:00,2025-07-18 17:00:00,Entregue,1,21.54
26872,28956,RapidGo,2024-09-22 06:02:43,2024-09-24 00:00:00,2024-09-24 11:00:00,Entregue,1,31.72
26873,28957,LogExpress,2025-10-05 16:04:22,2025-10-09 00:00:00,2025-10-09 19:00:00,Entregue,1,57.93
26874,28958,LogExpress,2025-05-12 08:00:30,2025-05-17 00:00:00,2025-05-17 09:00:00,Entregue,1,58.43
26875,28959,RapidGo,2025-12-06 17:21:42,2025-12-11 00:00:00,2025-12-11 17:00:00,Entregue,1,37.83
26876,28960,LogExpress,2024-09-14 17:31:57,2024-09-16 00:00:00,2024-09-15 18:00:00,Entregue,1,54.21
26877,28961,EntregaMax,2024-07-13 01:45:57,2024-07-19 00:00:00,2024-07-18 13:00:00,Entregue,1,43.93
26878,28962,RapidGo,2024-05-25 01:59:19,2024-05-30 00:00:00,2024-05-30 12:00:00,Entregue,1,44.78
26879,28963,LogExpress,2025-02-03 20:39:14,2025-02-09 00:00:00,2025-02-08 10:00:00,Entregue,1,36.35
26880,28965,LogExpress,2025-04-20 08:01:45,2025-04-22 00:00:00,2025-04-22 10:00:00,Entregue,1,45.67
26881,28968,LogExpress,2025-01-16 19:04:39,2025-01-18 00:00:00,2025-01-21 12:00:00,Entregue,1,35.61
26882,28969,RapidGo,2025-05-13 21:34:45,2025-05-20 00:00:00,2025-05-19 18:00:00,Entregue,1,8.27
26883,28971,EntregaMax,2025-03-21 01:31:41,2025-03-25 00:00:00,2025-03-25 10:00:00,Entregue,1,58.5
26884,28972,LogExpress,2024-01-05 16:00:41,2024-01-07 00:00:00,2024-01-07 18:00:00,Entregue,1,20.98
26885,28973,LogExpress,2024-03-04 01:02:20,2024-03-11 00:00:00,2024-03-11 16:00:00,Entregue,1,62.91
26886,28974,RapidGo,2025-10-09 22:08:15,2025-10-13 00:00:00,2025-10-13 19:00:00,Entregue,1,62.21
26887,28975,LogExpress,2024-06-18 19:36:20,2024-06-24 00:00:00,2024-06-24 17:00:00,Entregue,1,11.49
26888,28976,RapidGo,2025-07-01 06:05:37,2025-07-04 00:00:00,2025-07-09 13:00:00,Entregue,1,31.15
26889,28977,LogExpress,2025-01-28 22:28:14,2025-01-30 00:00:00,2025-02-01 16:00:00,Entregue,1,17.78
26890,28978,EntregaMax,2025-05-18 06:45:35,2025-05-26 00:00:00,2025-05-26 08:00:00,Entregue,1,27.72
26891,28979,LogExpress,2024-11-24 15:39:52,2024-11-30 00:00:00,2024-11-30 12:00:00,Entregue,1,18.46
26892,28980,TransBrasil,2025-07-04 09:19:57,2025-07-06 00:00:00,2025-07-06 08:00:00,Entregue,1,56.08
26893,28981,RapidGo,2025-10-31 16:20:36,2025-11-04 00:00:00,2025-11-03 16:00:00,Entregue,1,29.45
26894,28983,TransBrasil,2024-03-10 18:23:19,2024-03-12 00:00:00,2024-03-12 16:00:00,Entregue,1,56.72
26895,28984,TransBrasil,2024-07-26 21:31:19,2024-08-02 00:00:00,2024-08-02 08:00:00,Entregue,1,35.36
26896,28985,RapidGo,2025-06-25 11:34:59,2025-07-03 00:00:00,2025-07-02 17:00:00,Entregue,1,42.55
26897,28986,LogExpress,2025-08-25 19:31:31,2025-08-28 00:00:00,,Em transito,0,60.1
26898,28987,RapidGo,2025-04-27 21:31:25,2025-04-30 00:00:00,2025-04-30 18:00:00,Entregue,1,33.94
26899,28988,RapidGo,2025-03-20 23:25:04,2025-03-26 00:00:00,2025-03-26 19:00:00,Entregue,1,15.94
26900,28989,TransBrasil,2024-01-07 22:50:12,2024-01-11 00:00:00,2024-01-14 08:00:00,Entregue,1,50.0
26901,28990,RapidGo,2025-03-01 14:29:18,2025-03-09 00:00:00,2025-03-09 17:00:00,Entregue,1,48.95
26902,28991,LogExpress,2024-05-14 14:38:07,2024-05-17 00:00:00,2024-05-21 19:00:00,Entregue,1,11.41
26903,28992,TransBrasil,2024-07-09 13:52:08,2024-07-11 00:00:00,2024-07-11 16:00:00,Entregue,1,36.86
26904,28994,EntregaMax,2025-07-07 22:35:16,2025-07-14 00:00:00,2025-07-14 13:00:00,Entregue,1,42.01
26905,28995,LogExpress,2024-12-21 03:16:36,2024-12-26 00:00:00,2024-12-27 08:00:00,Entregue,1,58.9
26906,28996,RapidGo,2025-03-15 18:40:45,2025-03-21 00:00:00,2025-03-21 14:00:00,Entregue,1,63.24
26907,28997,EntregaMax,2025-08-27 13:15:49,2025-08-30 00:00:00,2025-08-30 10:00:00,Entregue,1,21.67
26908,28998,EntregaMax,2024-02-18 10:16:37,2024-02-24 00:00:00,2024-02-23 18:00:00,Entregue,1,34.01
26909,28999,LogExpress,2024-01-24 06:24:23,2024-01-30 00:00:00,2024-01-28 19:00:00,Entregue,1,10.51
26910,29000,LogExpress,2024-07-08 08:59:59,2024-07-13 00:00:00,2024-07-13 19:00:00,Entregue,2,25.85
26911,29001,LogExpress,2024-08-18 03:10:05,2024-08-22 00:00:00,2024-08-27 19:00:00,Entregue,1,55.69
26912,29002,RapidGo,2024-02-07 16:34:40,2024-02-10 00:00:00,2024-02-10 18:00:00,Entregue,1,17.48
26913,29004,RapidGo,2024-12-02 11:31:11,2024-12-08 00:00:00,2024-12-08 18:00:00,Entregue,1,21.49
26914,29005,TransBrasil,2025-04-21 07:03:10,2025-04-23 00:00:00,2025-04-24 15:00:00,Entregue,1,54.09
26915,29006,EntregaMax,2025-11-19 20:13:56,2025-11-23 00:00:00,2025-11-21 13:00:00,Entregue,1,42.36
26916,29007,LogExpress,2024-01-18 21:48:08,2024-01-22 00:00:00,2024-01-22 17:00:00,Entregue,1,64.87
26917,29008,TransBrasil,2025-09-26 10:47:58,2025-10-03 00:00:00,2025-10-06 18:00:00,Entregue,1,17.95
26918,29009,TransBrasil,2025-06-26 08:11:14,2025-07-01 00:00:00,2025-07-01 09:00:00,Entregue,1,21.32
26919,29010,LogExpress,2025-07-23 19:13:34,2025-07-30 00:00:00,2025-07-30 12:00:00,Entregue,1,21.41
26920,29011,LogExpress,2025-11-14 23:07:22,2025-11-22 00:00:00,2025-11-22 16:00:00,Entregue,1,16.64
26921,29012,LogExpress,2025-07-19 05:40:38,2025-07-25 00:00:00,2025-07-25 17:00:00,Entregue,1,63.54
26922,29013,LogExpress,2024-04-04 03:00:54,2024-04-11 00:00:00,2024-04-10 11:00:00,Entregue,1,44.2
26923,29014,RapidGo,2025-01-15 03:05:19,2025-01-20 00:00:00,2025-01-21 13:00:00,Entregue,1,49.01
26924,29015,TransBrasil,2025-02-06 00:16:11,2025-02-11 00:00:00,2025-02-11 11:00:00,Entregue,1,10.33
26925,29016,TransBrasil,2024-07-17 12:48:27,2024-07-24 00:00:00,2024-07-25 16:00:00,Entregue,2,24.75
26926,29017,LogExpress,2025-07-29 23:00:41,2025-08-01 00:00:00,2025-08-01 12:00:00,Entregue,1,42.56
26927,29018,RapidGo,2025-12-07 19:45:38,2025-12-11 00:00:00,2025-12-11 08:00:00,Entregue,1,46.63
26928,29019,LogExpress,2025-04-25 20:50:22,2025-05-01 00:00:00,2025-05-01 13:00:00,Entregue,1,56.08
26929,29020,EntregaMax,2024-06-04 02:53:26,2024-06-12 00:00:00,2024-06-12 08:00:00,Entregue,1,14.96
26930,29021,RapidGo,2024-06-26 07:42:58,2024-07-02 00:00:00,2024-06-30 09:00:00,Entregue,1,52.39
26931,29022,EntregaMax,2024-05-08 22:24:15,2024-05-16 00:00:00,2024-05-16 12:00:00,Entregue,1,20.38
26932,29023,TransBrasil,2025-05-17 22:10:54,2025-05-23 00:00:00,2025-05-23 16:00:00,Entregue,1,10.65
26933,29024,EntregaMax,2025-09-10 13:12:05,2025-09-17 00:00:00,2025-09-17 11:00:00,Entregue,1,48.39
26934,29025,RapidGo,2024-02-04 17:43:51,2024-02-11 00:00:00,2024-02-11 15:00:00,Entregue,1,22.6
26935,29026,LogExpress,2024-07-28 06:43:59,2024-08-05 00:00:00,2024-08-09 12:00:00,Entregue,2,38.9
26936,29027,TransBrasil,2025-03-07 07:53:43,2025-03-10 00:00:00,2025-03-10 16:00:00,Entregue,1,10.19
