id_cliente,nome_cliente,data_cadastro,cep,cidade,uf,segmento_cliente,status_cliente
2678,Cliente 02678,2025-08-24,,,,Novo,Ativo
2679,Cliente 02679,2024-11-09,,,,Recorrente,Ativo
2680,Cliente 02680,2025-07-19,,,,Recorrente,Ativo
2681,Cliente 02681,2024-01-12,,,,Novo,Ativo
2682,Cliente 02682,2024-07-27,,,,Novo,Ativo
2683,Cliente 02683,2024-01-14,,,,Novo,Ativo
2684,Cliente 02684,2025-09-24,,,,Recorrente,Ativo
2685,Cliente 02685,2025-02-21,,,,Novo,Ativo
2686,Cliente 02686,2025-03-12,,,,VIP,Inativo
2687,Cliente 02687,2025-01-11,,,,Recorrente,Ativo
2688,Cliente 02688,2024-01-20,,,,Novo,Ativo
2689,Cliente 02689,2025-08-09,,,,Recorrente,Ativo
2690,Cliente 02690,2024-03-10,,,,VIP,Ativo
2691,Cliente 02691,2024-07-29,,,,Recorrente,Ativo
2692,Cliente 02692,2024-04-10,,,,Novo,Ativo
2693,Cliente 02693,2025-11-28,,,,Novo,Ativo
2694,Cliente 02694,2024-05-11,,,,Recorrente,Ativo
2695,Cliente 02695,2025-09-14,,,,Recorrente,Ativo
2696,Cliente 02696,2025-01-15,,,,Recorrente,Ativo
2697,Cliente 02697,2024-05-11,,,,Recorrente,Ativo
2698,Cliente 02698,2024-01-20,,,,Recorrente,Ativo
2699,Cliente 02699,2025-06-19,,,,VIP,Ativo
2700,Cliente 02700,2024-08-14,,,,Novo,Ativo
2701,Cliente 02701,2024-06-02,,,,Novo,Ativo
2702,Cliente 02702,2025-04-13,,,,Recorrente,Ativo
2703,Cliente 02703,2025-02-08,,,,Recorrente,Ativo
2704,Cliente 02704,2024-07-20,,,,Recorrente,Ativo
2705,Cliente 02705,2024-02-07,,,,Novo,Ativo
2706,Cliente 02706,2024-07-06,,,,Recorrente,Ativo
2707,Cliente 02707,2024-02-26,,,,Recorrente,Ativo
2708,Cliente 02708,2024-01-20,,,,Novo,Ativo
2709,Cliente 02709,2024-09-29,,,,Novo,Ativo
2710,Cliente 02710,2024-04-28,,,,Novo,Ativo
2711,Cliente 02711,2025-08-05,,,,Novo,Ativo
2712,Cliente 02712,2025-05-30,,,,Novo,Ativo
2713,Cliente 02713,2024-08-08,,,,Novo,Ativo
2714,Cliente 02714,2025-06-09,,,,Novo,Inativo
2715,Cliente 02715,2025-05-29,,,,Recorrente,Ativo
2716,Cliente 02716,2025-12-28,,,,Recorrente,Ativo
2717,Cliente 02717,2024-12-01,,,,Recorrente,Ativo
2718,Cliente 02718,2025-11-28,,,,Novo,Ativo
2719,Cliente 02719,2024-02-24,,,,Novo,Ativo
2720,Cliente 02720,2025-05-14,,,,Recorrente,Ativo
2721,Cliente 02721,2025-06-19,,,,Novo,Ativo
2722,Cliente 02722,2024-06-10,,,,VIP,Ativo
2723,Cliente 02723,2025-10-31,,,,Recorrente,Ativo
2724,Cliente 02724,2025-08-16,,,,Novo,Ativo
2725,Cliente 02725,2024-06-07,,,,VIP,Ativo
2726,Cliente 02726,2024-07-06,,,,Novo,Ativo
2727,Cliente 02727,2024-02-29,,,,Novo,Inativo
2728,Cliente 02728,2024-11-14,,,,Recorrente,Ativo
2729,Cliente 02729,2024-07-29,,,,Novo,Ativo
2730,Cliente 02730,2025-02-09,,,,VIP,Ativo
2731,Cliente 02731,2025-10-25,,,,Novo,Ativo
2732,Cliente 02732,2024-04-18,,,,Novo,Ativo
2733,Cliente 02733,2024-03-16,,,,Recorrente,Ativo
2734,Cliente 02734,2025-06-25,,,,Recorrente,Ativo
2735,Cliente 02735,2024-11-09,,,,Novo,Ativo
2736,Cliente 02736,2024-04-26,,,,Novo,Ativo
2737,Cliente 02737,2025-12-04,,,,Recorrente,Ativo
2738,Cliente 02738,2024-01-19,,,,Novo,Ativo
2739,Cliente 02739,2025-03-07,,,,Recorrente,Ativo
2740,Cliente 02740,2025-11-15,,,,Recorrente,Ativo
2741,Cliente 02741,2024-12-15,,,,Recorrente,Inativo
2742,Cliente 02742,2024-07-01,,,,Recorrente,Ativo
2743,Cliente 02743,2024-04-22,,,,Novo,Ativo
2744,Cliente 02744,2024-07-01,,,,Recorrente,Ativo
2745,Cliente 02745,2025-04-25,,,,Recorrente,Inativo
2746,Cliente 02746,2024-05-25,,,,Novo,Ativo
2747,Cliente 02747,2025-09-19,,,,VIP,Ativo
2748,Cliente 02748,2024-04-22,,,,Novo,Ativo
2749,Cliente 02749,2025-04-20,,,,Novo,Ativo
2750,Cliente 02750,2024-10-29,,,,Novo,Ativo
2751,Cliente 02751,2024-04-27,,,,VIP,Ativo
2752,Cliente 02752,2024-06-09,,,,Novo,Ativo
2753,Cliente 02753,2025-02-04,,,,Recorrente,Ativo
2754,Cliente 02754,2024-07-16,,,,Recorrente,Ativo
2755,Cliente 02755,2024-09-16,,,,Novo,Ativo
2756,Cliente 02756,2025-10-21,,,,Novo,Ativo
2757,Cliente 02757,2024-02-16,,,,Recorrente,Ativo
2758,Cliente 02758,2025-02-02,,,,Novo,Ativo
2759,Cliente 02759,2025-12-10,,,,Recorrente,Ativo
2760,Cliente 02760,2025-07-12,,,,Novo,Ativo
2761,Cliente 02761,2024-03-18,,,,Novo,Ativo
2762,Cliente 02762,2024-05-03,,,,Recorrente,Ativo
2763,Cliente 02763,2024-03-15,,,,Novo,Ativo
2764,Cliente 02764,2024-05-16,,,,Novo,Ativo
2765,Cliente 02765,2025-08-24,,,,Novo,Inativo
2766,Cliente 02766,2025-02-03,,,,Novo,Ativo
2767,Cliente 02767,2025-05-19,,,,Novo,Ativo
2768,Cliente 02768,2025-05-14,,,,Recorrente,Ativo
2769,Cliente 02769,2025-07-26,,,,Novo,Ativo
2770,Cliente 02770,2024-05-17,,,,Novo,Ativo
2771,Cliente 02771,2024-02-19,,,,Recorrente,Ativo
2772,Cliente 02772,2025-09-10,,,,Novo,Inativo
2773,Cliente 02773,2025-09-16,,,,Novo,Inativo
2774,Cliente 02774,2024-09-10,,,,VIP,Ativo
2775,Cliente 02775,2025-09-21,,,,Recorrente,Ativo
2776,Cliente 02776,2025-12-10,,,,Recorrente,Ativo
2777,Cliente 02777,2025-07-16,,,,Recorrente,Ativo
2778,Cliente 02778,2025-03-01,,,,Novo,Inativo
2779,Cliente 02779,2025-06-30,,,,Recorrente,Ativo
2780,Cliente 02780,2024-10-28,,,,Novo,Ativo
2781,Cliente 02781,2025-08-03,,,,Novo,Ativo
2782,Cliente 02782,2024-12-14,,,,Novo,Ativo
2783,Cliente 02783,2024-02-18,,,,Novo,Inativo
2784,Cliente 02784,2024-03-14,,,,Novo,Ativo
2785,Cliente 02785,2025-12-04,,,,VIP,Ativo
2786,Cliente 02786,2024-09-17,,,,Novo,Ativo
2787,Cliente 02787,2024-12-21,,,,Novo,Ativo
2788,Cliente 02788,2025-08-04,,,,Novo,Ativo
2789,Cliente 02789,2025-08-24,,,,Novo,Ativo
2790,Cliente 02790,2024-09-16,,,,Recorrente,Ativo
2791,Cliente 02791,2025-09-29,,,,Novo,Ativo
2792,Cliente 02792,2024-10-21,,,,Novo,Ativo
2793,Cliente 02793,2025-10-02,,,,Novo,Ativo
2794,Cliente 02794,2024-11-08,,,,Recorrente,Ativo
2795,Cliente 02795,2025-09-03,,,,Novo,Ativo
2796,Cliente 02796,2024-06-30,,,,Novo,Ativo
2797,Cliente 02797,2025-11-16,,,,Novo,Ativo
2798,Cliente 02798,2024-12-29,,,,Novo,Ativo
2799,Cliente 02799,2024-07-06,,,,Novo,Ativo
2800,Cliente 02800,2025-07-22,,,,Recorrente,Ativo
2801,Cliente 02801,2025-06-26,,,,Recorrente,Ativo
2802,Cliente 02802,2025-08-18,,,,Recorrente,Ativo
2803,Cliente 02803,2025-10-25,,,,Novo,Ativo
2804,Cliente 02804,2025-07-01,,,,Novo,Inativo
2805,Cliente 02805,2025-12-25,,,,Novo,Inativo
2806,Cliente 02806,2025-02-11,,,,VIP,Ativo
2807,Cliente 02807,2025-09-09,,,,Recorrente,Ativo
2808,Cliente 02808,2025-02-17,,,,Recorrente,Ativo
2809,Cliente 02809,2024-12-07,,,,Novo,Ativo
2810,Cliente 02810,2024-08-07,,,,Novo,Ativo
2811,Cliente 02811,2024-06-11,,,,Novo,Ativo
2812,Cliente 02812,2024-08-07,,,,Recorrente,Ativo
2813,Cliente 02813,2024-09-26,,,,VIP,Ativo
2814,Cliente 02814,2025-09-23,,,,VIP,Ativo
2815,Cliente 02815,2025-02-03,,,,Novo,Ativo
2816,Cliente 02816,2024-06-30,,,,Novo,Inativo
2817,Cliente 02817,2025-09-09,,,,VIP,Ativo
2818,Cliente 02818,2025-12-29,,,,Recorrente,Ativo
2819,Cliente 02819,2024-07-23,,,,Novo,Ativo
2820,Cliente 02820,2025-08-04,,,,Novo,Ativo
2821,Cliente 02821,2025-07-09,,,,Novo,Ativo
2822,Cliente 02822,2024-08-15,,,,Novo,Ativo
2823,Cliente 02823,2025-11-26,,,,Novo,Ativo
2824,Cliente 02824,2025-09-10,,,,Recorrente,Ativo
2825,Cliente 02825,2025-08-18,,,,Novo,Ativo
2826,Cliente 02826,2024-09-06,,,,Novo,Inativo
2827,Cliente 02827,2025-03-16,,,,Novo,Ativo
2828,Cliente 02828,2025-06-16,,,,Recorrente,Inativo
2829,Cliente 02829,2024-07-14,,,,Recorrente,Inativo
2830,Cliente 02830,2025-11-20,,,,Novo,Ativo
2831,Cliente 02831,2025-06-02,,,,VIP,Ativo
2832,Cliente 02832,2024-03-10,,,,VIP,Ativo
2833,Cliente 02833,2025-09-30,,,,Novo,Ativo
2834,Cliente 02834,2025-02-02,,,,Novo,Ativo
2835,Cliente 02835,2025-11-02,,,,Recorrente,Ativo
2836,Cliente 02836,2024-07-21,,,,Recorrente,Ativo
2837,Cliente 02837,2024-05-27,,,,VIP,Ativo
2838,Cliente 02838,2025-04-16,,,,Recorrente,Ativo
2839,Cliente 02839,2025-10-16,,,,Recorrente,Ativo
2840,Cliente 02840,2024-07-17,,,,Novo,Ativo
2841,Cliente 02841,2025-03-01,,,,Novo,Ativo
2842,Cliente 02842,2025-10-27,,,,Novo,Ativo
2843,Cliente 02843,2025-05-06,,,,Novo,Ativo
2844,Cliente 02844,2024-05-21,,,,Recorrente,Ativo
2845,Cliente 02845,2024-11-08,,,,Recorrente,Ativo
2846,Cliente 02846,2024-06-13,,,,Recorrente,Ativo
2847,Cliente 02847,2024-11-09,,,,Novo,Inativo
2848,Cliente 02848,2024-01-21,,,,Recorrente,Ativo
2849,Cliente 02849,2024-03-22,,,,Novo,Ativo
2850,Cliente 02850,2025-08-03,,,,Novo,Ativo
2851,Cliente 02851,2024-05-10,,,,Recorrente,Ativo
2852,Cliente 02852,2025-08-21,,,,Recorrente,Ativo
2853,Cliente 02853,2025-12-30,,,,VIP,Ativo
2854,Cliente 02854,2024-10-31,,,,Novo,Ativo
2855,Cliente 02855,2025-01-05,,,,Novo,Ativo
2856,Cliente 02856,2025-01-18,,,,Novo,Ativo
2857,Cliente 02857,2025-03-20,,,,Novo,Ativo
2858,Cliente 02858,2025-02-28,,,,Recorrente,Ativo
2859,Cliente 02859,2024-06-09,,,,Recorrente,Ativo
2860,Cliente 02860,2024-06-26,,,,Recorrente,Ativo
2861,Cliente 02861,2025-09-20,,,,Novo,Ativo
2862,Cliente 02862,2025-12-08,,,,Recorrente,Ativo
2863,Cliente 02863,2025-05-04,,,,Novo,Ativo
2864,Cliente 02864,2024-11-22,,,,Recorrente,Ativo
2865,Cliente 02865,2025-08-20,,,,Novo,Ativo
2866,Cliente 02866,2024-10-15,,,,Novo,Ativo
2867,Cliente 02867,2025-08-15,,,,Novo,Ativo
2868,Cliente 02868,2025-10-25,,,,VIP,Ativo
2869,Cliente 02869,2025-07-26,,,,Novo,Ativo
2870,Cliente 02870,2025-07-26,,,,Novo,Ativo
2871,Cliente 02871,2024-12-19,,,,Recorrente,Ativo
2872,Cliente 02872,2024-01-28,,,,Novo,Ativo
2873,Cliente 02873,2024-02-12,,,,Novo,Ativo
2874,Cliente 02874,2025-11-11,,,,Novo,Ativo
2875,Cliente 02875,2025-02-26,,,,Novo,Inativo
2876,Cliente 02876,2025-08-20,,,,VIP,Ativo
2877,Cliente 02877,2024-06-25,,,,Recorrente,Ativo
2878,Cliente 02878,2025-06-12,,,,Novo,Ativo
2879,Cliente 02879,2025-09-01,,,,VIP,Ativo
2880,Cliente 02880,2025-05-08,,,,Novo,Ativo
2881,Cliente 02881,2024-07-16,,,,Novo,Inativo
2882,Cliente 02882,2025-09-01,,,,Novo,Ativo
2883,Cliente 02883,2025-07-30,,,,Novo,Ativo
2884,Cliente 02884,2025-05-31,,,,Novo,Ativo
2885,Cliente 02885,2025-05-28,,,,VIP,Ativo
2886,Cliente 02886,2024-01-22,,,,Recorrente,Ativo
2887,Cliente 02887,2024-04-21,,,,Novo,Ativo
2888,Cliente 02888,2024-02-26,,,,Recorrente,Ativo
2889,Cliente 02889,2024-03-06,,,,Recorrente,Ativo
2890,Cliente 02890,2024-04-07,,,,VIP,Ativo
2891,Cliente 02891,2024-05-23,,,,Recorrente,Inativo
2892,Cliente 02892,2025-03-10,,,,Novo,Ativo
2893,Cliente 02893,2025-09-28,,,,Recorrente,Ativo
2894,Cliente 02894,2025-11-09,,,,Recorrente,Ativo
2895,Cliente 02895,2024-03-26,,,,Recorrente,Ativo
2896,Cliente 02896,2025-08-10,,,,Novo,Inativo
2897,Cliente 02897,2024-12-09,,,,Novo,Ativo
2898,Cliente 02898,2024-10-20,,,,Novo,Ativo
2899,Cliente 02899,2025-07-24,,,,Novo,Ativo
2900,Cliente 02900,2025-10-11,,,,Novo,Ativo
2901,Cliente 02901,2025-09-02,,,,Recorrente,Ativo
2902,Cliente 02902,2025-12-04,,,,Novo,Ativo
2903,Cliente 02903,2024-08-30,,,,Recorrente,Ativo
2904,Cliente 02904,2025-07-14,,,,Novo,Ativo
2905,Cliente 02905,2024-02-01,,,,VIP,Ativo
2906,Cliente 02906,2025-01-25,,,,Novo,Ativo
2907,Cliente 02907,2024-10-03,,,,Novo,Ativo
2908,Cliente 02908,2025-06-15,,,,Recorrente,Ativo
2909,Cliente 02909,2024-06-02,,,,Recorrente,Ativo
2910,Cliente 02910,2025-01-17,,,,VIP,Ativo
2911,Cliente 02911,2024-03-08,,,,Novo,Ativo
2912,Cliente 02912,2024-08-01,,,,Novo,Ativo
2913,Cliente 02913,2025-10-16,,,,VIP,Inativo
2914,Cliente 02914,2025-01-10,,,,Novo,Ativo
2915,Cliente 02915,2024-07-31,,,,Recorrente,Ativo
2916,Cliente 02916,2024-03-19,,,,Novo,Ativo
2917,Cliente 02917,2025-12-26,,,,Novo,Ativo
2918,Cliente 02918,2025-09-19,,,,Novo,Ativo
2919,Cliente 02919,2025-08-26,,,,Novo,Ativo
2920,Cliente 02920,2025-01-15,,,,Recorrente,Ativo
2921,Cliente 02921,2025-11-10,,,,VIP,Ativo
2922,Cliente 02922,2024-02-27,,,,Novo,Ativo
2923,Cliente 02923,2024-01-26,,,,Recorrente,Ativo
2924,Cliente 02924,2025-03-22,,,,Novo,Ativo
2925,Cliente 02925,2024-03-06,,,,Novo,Ativo
2926,Cliente 02926,2024-09-10,,,,Novo,Ativo
2927,Cliente 02927,2024-02-13,,,,VIP,Ativo
2928,Cliente 02928,2024-04-06,,,,Recorrente,Ativo
2929,Cliente 02929,2025-07-07,,,,Recorrente,Ativo
2930,Cliente 02930,2024-08-14,,,,Recorrente,Ativo
2931,Cliente 02931,2025-11-09,,,,Recorrente,Inativo
2932,Cliente 02932,2025-03-11,,,,VIP,Ativo
2933,Cliente 02933,2025-08-23,,,,Recorrente,Ativo
2934,Cliente 02934,2025-01-13,,,,VIP,Ativo
2935,Cliente 02935,2024-06-26,,,,Novo,Ativo
2936,Cliente 02936,2025-03-02,,,,Novo,Ativo
2937,Cliente 02937,2025-12-09,,,,Novo,Ativo
2938,Cliente 02938,2024-11-02,,,,Novo,Ativo
2939,Cliente 02939,2025-05-18,,,,Recorrente,Ativo
2940,Cliente 02940,2024-09-24,,,,Novo,Ativo
2941,Cliente 02941,2025-08-08,,,,Recorrente,Ativo
2942,Cliente 02942,2024-01-08,,,,Novo,Ativo
2943,Cliente 02943,2025-05-22,,,,Novo,Ativo
2944,Cliente 02944,2025-04-20,,,,Novo,Ativo
2945,Cliente 02945,2024-10-23,,,,VIP,Ativo
2946,Cliente 02946,2024-06-12,,,,Novo,Ativo
2947,Cliente 02947,2025-04-29,,,,Novo,Ativo
2948,Cliente 02948,2025-08-19,,,,Recorrente,Ativo
2949,Cliente 02949,2024-03-12,,,,Recorrente,Inativo
2950,Cliente 02950,2025-07-20,,,,Novo,Ativo
2951,Cliente 02951,2025-07-12,,,,Novo,Ativo
2952,Cliente 02952,2024-08-25,,,,Novo,Ativo
2953,Cliente 02953,2024-04-13,,,,VIP,Ativo
2954,Cliente 02954,2024-07-28,,,,Novo,Ativo
2955,Cliente 02955,2025-07-07,,,,Novo,Ativo
2956,Cliente 02956,2025-04-12,,,,Novo,Ativo
2957,Cliente 02957,2025-03-29,,,,Novo,Ativo
2958,Cliente 02958,2024-09-24,,,,Recorrente,Inativo
2959,Cliente 02959,2025-01-20,,,,Novo,Ativo
2960,Cliente 02960,2025-01-21,,,,Novo,Ativo
2961,Cliente 02961,2024-09-15,,,,Novo,Ativo
2962,Cliente 02962,2024-10-09,,,,Novo,Ativo
2963,Cliente 02963,2025-09-17,,,,Novo,Ativo
2964,Cliente 02964,2024-02-09,,,,Recorrente,Ativo
2965,Cliente 02965,2025-04-30,,,,Recorrente,Ativo
2966,Cliente 02966,2024-08-07,,,,VIP,Ativo
2967,Cliente 02967,2024-05-08,,,,Recorrente,Ativo
2968,Cliente 02968,2025-06-03,,,,Recorrente,Ativo
2969,Cliente 02969,2025-09-04,,,,Novo,Ativo
2970,Cliente 02970,2025-11-18,,,,Recorrente,Ativo
2971,Cliente 02971,2025-09-10,,,,Recorrente,Ativo
2972,Cliente 02972,2025-09-04,,,,Recorrente,Ativo
2973,Cliente 02973,2024-09-16,,,,Novo,Ativo
2974,Cliente 02974,2024-12-31,,,,Novo,Ativo
2975,Cliente 02975,2025-06-27,,,,Recorrente,Ativo
2976,Cliente 02976,2025-10-10,,,,Recorrente,Ativo
2977,Cliente 02977,2025-06-07,,,,VIP,Ativo
2978,Cliente 02978,2024-01-16,,,,Novo,Ativo
2979,Cliente 02979,2024-05-08,,,,Novo,Ativo
2980,Cliente 02980,2025-07-28,,,,Novo,Ativo
2981,Cliente 02981,2024-04-18,,,,Recorrente,Ativo
2982,Cliente 02982,2025-06-16,,,,Novo,Ativo
2983,Cliente 02983,2025-10-31,,,,Novo,Ativo
2984,Cliente 02984,2024-09-25,,,,VIP,Ativo
2985,Cliente 02985,2024-06-10,,,,Novo,Ativo
2986,Cliente 02986,2024-09-16,,,,Recorrente,Ativo
2987,Cliente 02987,2024-04-11,,,,Novo,Ativo
2988,Cliente 02988,2025-05-20,,,,Recorrente,Ativo
2989,Cliente 02989,2025-07-24,,,,Recorrente,Inativo
2990,Cliente 02990,2024-09-03,,,,VIP,Ativo
2991,Cliente 02991,2025-10-01,,,,VIP,Ativo
2992,Cliente 02992,2025-06-20,,,,Novo,Ativo
2993,Cliente 02993,2024-05-10,,,,Novo,Ativo
2994,Cliente 02994,2024-12-18,,,,Novo,Ativo
2995,Cliente 02995,2024-07-14,,,,Recorrente,Ativo
2996,Cliente 02996,2025-10-27,,,,Recorrente,Ativo
2997,Cliente 02997,2025-01-16,,,,Novo,Ativo
2998,Cliente 02998,2025-10-06,,,,Recorrente,Ativo
2999,Cliente 02999,2024-08-14,,,,Novo,Ativo
3000,Cliente 03000,2025-12-01,,,,Recorrente,Ativo
3001,Cliente 03001,2025-04-20,,,,VIP,Ativo
3002,Cliente 03002,2025-04-21,,,,Novo,Ativo
3003,Cliente 03003,2024-09-21,,,,Novo,Ativo
3004,Cliente 03004,2025-01-06,,,,Novo,Ativo
3005,Cliente 03005,2025-04-30,,,,Recorrente,Ativo
3006,Cliente 03006,2025-03-09,,,,Novo,Inativo
3007,Cliente 03007,2025-10-07,,,,Novo,Ativo
3008,Cliente 03008,2024-07-29,,,,Novo,Inativo
3009,Cliente 03009,2025-07-25,,,,Novo,Ativo
3010,Cliente 03010,2025-01-11,,,,Novo,Ativo
3011,Cliente 03011,2025-01-29,,,,Recorrente,Ativo
3012,Cliente 03012,2025-03-25,,,,Novo,Ativo
3013,Cliente 03013,2024-12-29,,,,Recorrente,Ativo
3014,Cliente 03014,2025-04-01,,,,Recorrente,Ativo
3015,Cliente 03015,2025-12-25,,,,Novo,Ativo
3016,Cliente 03016,2025-12-28,,,,Novo,Ativo
3017,Cliente 03017,2024-08-13,,,,Recorrente,Ativo
3018,Cliente 03018,2024-05-10,,,,VIP,Ativo
3019,Cliente 03019,2025-08-10,,,,Novo,Ativo
3020,Cliente 03020,2025-04-20,,,,Novo,Ativo
3021,Cliente 03021,2024-10-03,,,,Novo,Ativo
3022,Cliente 03022,2024-06-04,,,,Recorrente,Ativo
3023,Cliente 03023,2024-08-05,,,,Novo,Ativo
3024,Cliente 03024,2024-07-08,,,,Novo,Ativo
3025,Cliente 03025,2025-02-20,,,,Recorrente,Ativo
3026,Cliente 03026,2025-11-05,,,,Recorrente,Ativo
3027,Cliente 03027,2025-11-22,,,,Novo,Ativo
3028,Cliente 03028,2025-06-29,,,,Novo,Ativo
3029,Cliente 03029,2024-02-10,,,,Recorrente,Ativo
3030,Cliente 03030,2024-11-02,,,,Novo,Ativo
3031,Cliente 03031,2024-12-03,,,,Novo,Ativo
3032,Cliente 03032,2024-11-09,,,,Recorrente,Ativo
3033,Cliente 03033,2024-03-15,,,,Novo,Ativo
3034,Cliente 03034,2024-10-05,,,,Recorrente,Ativo
3035,Cliente 03035,2024-06-24,,,,VIP,Ativo
3036,Cliente 03036,2025-10-23,,,,Novo,Ativo
3037,Cliente 03037,2024-09-29,,,,Novo,Ativo
3038,Cliente 03038,2025-09-11,,,,Recorrente,Ativo
3039,Cliente 03039,2025-10-12,,,,Recorrente,Ativo
3040,Cliente 03040,2024-10-15,,,,VIP,Ativo
3041,Cliente 03041,2025-12-24,,,,Recorrente,Ativo
3042,Cliente 03042,2024-09-28,,,,Novo,Ativo
3043,Cliente 03043,2024-03-06,,,,Recorrente,Ativo
3044,Cliente 03044,2025-04-27,,,,Novo,Ativo
3045,Cliente 03045,2024-09-04,,,,Novo,Ativo
3046,Cliente 03046,2024-06-04,,,,Novo,Ativo
3047,Cliente 03047,2024-02-16,,,,Novo,Ativo
3048,Cliente 03048,2025-03-29,,,,Recorrente,Ativo
3049,Cliente 03049,2024-07-19,,,,Novo,Ativo
3050,Cliente 03050,2025-10-21,,,,Novo,Ativo
3051,Cliente 03051,2024-05-03,,,,Novo,Ativo
3052,Cliente 03052,2024-01-01,,,,Recorrente,Ativo
3053,Cliente 03053,2025-10-01,,,,Recorrente,Ativo
3054,Cliente 03054,2024-07-09,,,,Novo,Ativo
3055,Cliente 03055,2025-08-01,,,,Novo,Ativo
3056,Cliente 03056,2025-05-30,,,,Novo,Ativo
3057,Cliente 03057,2025-03-17,,,,VIP,Ativo
3058,Cliente 03058,2024-05-22,,,,Recorrente,Ativo
3059,Cliente 03059,2024-07-09,,,,Novo,Ativo
3060,Cliente 03060,2025-06-16,,,,Recorrente,Ativo
3061,Cliente 03061,2024-08-14,,,,Novo,Inativo
3062,Cliente 03062,2024-11-08,,,,Recorrente,Ativo
3063,Cliente 03063,2025-09-20,,,,Novo,Ativo
3064,Cliente 03064,2024-10-28,,,,Novo,Ativo
3065,Cliente 03065,2025-10-15,,,,Novo,Ativo
3066,Cliente 03066,2025-04-04,,,,Novo,Ativo
3067,Cliente 03067,2025-02-04,,,,VIP,Ativo
3068,Cliente 03068,2025-07-04,,,,Novo,Ativo
3069,Cliente 03069,2025-01-27,,,,Recorrente,Ativo
3070,Cliente 03070,2024-07-25,,,,Recorrente,Ativo
3071,Cliente 03071,2024-07-28,,,,Novo,Ativo
3072,Cliente 03072,2024-04-24,,,,Novo,Inativo
3073,Cliente 03073,2025-10-07,,,,Novo,Ativo
3074,Cliente 03074,2024-09-07,,,,Recorrente,Ativo
3075,Cliente 03075,2024-08-06,,,,Novo,Ativo
3076,Cliente 03076,2025-02-10,,,,Novo,Ativo
3077,Cliente 03077,2025-03-18,,,,Novo,Ativo
3078,Cliente 03078,2025-08-25,,,,Recorrente,Ativo
3079,Cliente 03079,2024-12-19,,,,Novo,Ativo
3080,Cliente 03080,2025-07-11,,,,Novo,Ativo
3081,Cliente 03081,2025-07-03,,,,Novo,Ativo
3082,Cliente 03082,2024-05-21,,,,Novo,Ativo
3083,Cliente 03083,2025-09-03,,,,Recorrente,Ativo
3084,Cliente 03084,2025-05-15,,,,Novo,Ativo
3085,Cliente 03085,2025-12-02,,,,Recorrente,Ativo
3086,Cliente 03086,2025-06-30,,,,Recorrente,Ativo
3087,Cliente 03087,2025-10-20,,,,Recorrente,Ativo
3088,Cliente 03088,2025-06-25,,,,Recorrente,Ativo
3089,Cliente 03089,2025-05-21,,,,Novo,Inativo
3090,Cliente 03090,2025-08-18,,,,Novo,Ativo
3091,Cliente 03091,2024-10-07,,,,Recorrente,Ativo
3092,Cliente 03092,2025-02-27,,,,Novo,Ativo
3093,Cliente 03093,2024-09-26,,,,Recorrente,Ativo
3094,Cliente 03094,2024-06-02,,,,Novo,Ativo
3095,Cliente 03095,2025-09-05,,,,VIP,Ativo
3096,Cliente 03096,2025-12-27,,,,Recorrente,Ativo
3097,Cliente 03097,2025-10-23,,,,Novo,Ativo
3098,Cliente 03098,2024-03-23,,,,Novo,Ativo
3099,Cliente 03099,2025-09-13,,,,Recorrente,Inativo
3100,Cliente 03100,2025-03-01,,,,Recorrente,Ativo
3101,Cliente 03101,2024-10-01,,,,Novo,Ativo
3102,Cliente 03102,2025-12-13,,,,Recorrente,Ativo
3103,Cliente 03103,2024-10-10,,,,Novo,Ativo
3104,Cliente 03104,2024-06-21,,,,Novo,Ativo
3105,Cliente 03105,2024-11-22,,,,Recorrente,Ativo
3106,Cliente 03106,2025-12-18,,,,Recorrente,Ativo
3107,Cliente 03107,2024-03-03,,,,Recorrente,Ativo
3108,Cliente 03108,2024-03-13,,,,Recorrente,Ativo
3109,Cliente 03109,2025-09-27,,,,Novo,Ativo
3110,Cliente 03110,2025-01-09,,,,Recorrente,Ativo
3111,Cliente 03111,2025-09-24,,,,Novo,Ativo
3112,Cliente 03112,2025-05-22,,,,Novo,Ativo
3113,Cliente 03113,2025-02-01,,,,Novo,Ativo
3114,Cliente 03114,2024-04-29,,,,Novo,Ativo
3115,Cliente 03115,2025-03-12,,,,Novo,Inativo
3116,Cliente 03116,2025-11-06,,,,Novo,Inativo
3117,Cliente 03117,2025-04-09,,,,Novo,Ativo
3118,Cliente 03118,2024-10-12,,,,Novo,Ativo
3119,Cliente 03119,2024-09-21,,,,Recorrente,Ativo
3120,Cliente 03120,2024-11-15,,,,Novo,Inativo
3121,Cliente 03121,2025-11-03,,,,Novo,Ativo
3122,Cliente 03122,2025-01-10,,,,Recorrente,Ativo
3123,Cliente 03123,2024-03-29,,,,Recorrente,Ativo
3124,Cliente 03124,2025-10-15,,,,Recorrente,Ativo
3125,Cliente 03125,2024-07-21,,,,Novo,Ativo
3126,Cliente 03126,2024-11-29,,,,Recorrente,Ativo
3127,Cliente 03127,2024-08-09,,,,Novo,Ativo
3128,Cliente 03128,2024-02-10,,,,Novo,Ativo
3129,Cliente 03129,2025-12-08,,,,Novo,Ativo
3130,Cliente 03130,2024-03-08,,,,Recorrente,Ativo
3131,Cliente 03131,2025-05-28,,,,Novo,Ativo
